Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 70010 - 79999,,,,,
,BESS REPORTS,CODE RANGES,,,
,GLOBL,,"5,827","$797,950.38 ","$616,933.34 "
,TOTAL,,"49,630","$2,908,537.25 ","$2,262,830.84 "
74246,TC,,"2,957","$182,055.50 ","$138,172.29 "
,26,,"72,843","$2,594,722.75 ","$1,975,679.15 "
,GLOBL,,"21,843","$2,049,537.48 ","$1,534,643.35 "
,TOTAL,,"97,643","$4,826,315.73 ","$3,648,494.79 "
74247,TC,,"1,526","$101,433.24 ","$76,835.23 "
,26,,"41,058","$1,473,019.98 ","$1,122,775.01 "
,GLOBL,,"14,790","$1,470,795.66 ","$1,097,406.02 "
,TOTAL,,"57,374","$3,045,248.88 ","$2,297,016.26 "
74249,TC,,"1,274","$126,703.44 ","$98,225.80 "
,26,,"38,907","$1,834,376.32 ","$1,424,389.08 "
,GLOBL,,"9,522","$1,378,748.37 ","$1,055,645.48 "
,TOTAL,,"49,703","$3,339,828.13 ","$2,578,260.36 "
74250,TC,,"2,166","$105,375.63 ","$81,262.50 "
,26,,"104,524","$2,525,761.60 ","$1,976,214.54 "
,GLOBL,,"14,008","$1,012,905.11 ","$778,304.95 "
,TOTAL,,"120,698","$3,644,042.34 ","$2,835,781.99 "
74251,26,,"1,807","$64,096.56 ","$50,163.94 "
,GLOBL,,86,"$7,178.64 ","$5,627.54 "
,TOTAL,,"1,893","$71,275.20 ","$55,791.48 "
74260,TC,,4,$223.95 ,$179.17 
,26,,287,"$7,789.99 ","$6,015.37 "
,GLOBL,,6,$325.72 ,$232.63 
,TOTAL,,297,"$8,339.66 ","$6,427.17 "
74270,TC,,"1,967","$122,439.11 ","$93,462.35 "
,26,,"103,249","$3,694,923.92 ","$2,868,497.69 "
,GLOBL,,"12,572","$1,151,353.32 ","$870,015.02 "
,TOTAL,,"117,788","$4,968,716.35 ","$3,831,975.06 "
74280,TC,,"2,384","$188,398.55 ","$144,262.90 "
,26,,"54,092","$2,735,941.96 ","$2,106,238.17 "
,GLOBL,,"13,999","$1,800,899.66 ","$1,363,218.56 "
,TOTAL,,"70,475","$4,725,240.17 ","$3,613,719.63 "
74283,TC,,17,"$1,550.97 ","$1,240.81 "
,26,,786,"$81,163.62 ","$63,209.56 "
,GLOBL,,57,"$10,335.83 ","$8,041.94 "
,TOTAL,,860,"$93,050.42 ","$72,492.31 "
74290,TC,,28,$737.00 ,$548.62 
,26,,324,"$5,435.79 ","$4,269.26 "
,GLOBL,,72,"$2,922.11 ","$2,251.66 "
,TOTAL,,424,"$9,094.90 ","$7,069.54 "
74291,26,,16,$169.83 ,$135.84 
,GLOBL,,28,$679.35 ,$543.52 
,TOTAL,,44,$849.18 ,$679.36 
74300,26,,"69,185","$1,261,690.76 ","$993,349.69 "
,GLOBL,,908,"$17,220.77 ","$13,700.24 "
,TOTAL,,"70,093","$1,278,911.53 ","$1,007,049.93 "
74301,26,,796,"$8,490.47 ","$6,736.61 "
,GLOBL,,11,$170.45 ,$136.37 
,TOTAL,,807,"$8,660.92 ","$6,872.98 "
74305,TC,,39,"$1,089.27 ",$835.65 
,26,,"23,183","$513,510.17 ","$405,640.05 "
,GLOBL,,321,"$14,859.49 ","$11,539.70 "
,TOTAL,,"23,543","$529,458.93 ","$418,015.40 "
74320,26,,"7,193","$202,575.55 ","$160,467.94 "
,GLOBL,,31,"$3,547.22 ","$2,837.80 "
,TOTAL,,"7,224","$206,122.77 ","$163,305.74 "
74327,TC,,1,$72.62 ,$58.10 
,26,,738,"$26,292.14 ","$20,792.70 "
,GLOBL,,7,$385.21 ,$300.01 
,TOTAL,,746,"$26,749.97 ","$21,150.81 "
74328,TC,,4,$485.07 ,$388.06 
,26,,"38,486","$1,347,180.97 ","$1,065,730.60 "
,GLOBL,,73,"$6,249.78 ","$4,909.71 "
,TOTAL,,"38,563","$1,353,915.82 ","$1,071,028.37 "
74329,26,,"5,218","$184,167.82 ","$145,055.99 "
,GLOBL,,17,"$1,374.65 ","$1,099.73 "
,TOTAL,,"5,235","$185,542.47 ","$146,155.72 "
74330,TC,,2,$233.64 ,$186.91 
,26,,"51,229","$2,335,034.53 ","$1,844,325.71 "
,GLOBL,,275,"$26,913.36 ","$21,354.84 "
,TOTAL,,"51,506","$2,362,181.53 ","$1,865,867.46 "
74340,TC,,2,$207.97 ,$166.38 
,26,,"18,436","$505,623.13 ","$399,988.66 "
,GLOBL,,249,"$10,637.81 ","$8,414.17 "
,TOTAL,,"18,687","$516,468.91 ","$408,569.21 "
74350,TC,,2,$223.10 ,$178.48 
,26,,"13,342","$529,154.54 ","$420,596.29 "
,GLOBL,,38,"$3,984.67 ","$3,187.71 "
,TOTAL,,"13,382","$533,362.31 ","$423,962.48 "
74355,26,,"2,494","$98,887.58 ","$78,825.75 "
,GLOBL,,4,$375.17 ,$234.42 
,TOTAL,,"2,498","$99,262.75 ","$79,060.17 "
74360,TC,,6,$725.03 ,$580.03 
,26,,"5,156","$145,813.67 ","$115,177.66 "
,GLOBL,,114,"$16,051.42 ","$12,726.56 "
,TOTAL,,"5,276","$162,590.12 ","$128,484.25 "
74363,26,,"3,571","$164,873.34 ","$130,401.95 "
,GLOBL,,8,"$1,273.73 ","$1,018.99 "
,TOTAL,,"3,579","$166,147.07 ","$131,420.94 "
74400,TC,,"3,192","$197,016.49 ","$151,391.58 "
,26,,"80,192","$2,005,776.28 ","$1,537,580.94 "
,GLOBL,,"22,789","$1,928,929.09 ","$1,468,970.59 "
,TOTAL,,"106,173","$4,131,721.86 ","$3,157,943.11 "
74410,TC,,601,"$42,599.14 ","$32,812.62 "
,26,,"5,718","$142,920.29 ","$109,084.41 "
,GLOBL,,"5,282","$501,503.48 ","$384,947.96 "
,TOTAL,,"11,601","$687,022.91 ","$526,844.99 "
74415,TC,,"3,019","$236,242.83 ","$179,706.94 "
,26,,"39,676","$993,656.27 ","$759,240.69 "
,GLOBL,,"20,775","$2,128,617.60 ","$1,620,947.19 "
,TOTAL,,"63,470","$3,358,516.70 ","$2,559,894.82 "
74420,TC,,738,"$71,283.13 ","$56,390.62 "
,26,,"126,145","$2,386,332.63 ","$1,881,788.46 "
,GLOBL,,"6,514","$698,719.75 ","$546,465.90 "
,TOTAL,,"133,397","$3,156,335.51 ","$2,484,644.98 "
74425,TC,,99,"$4,801.48 ","$3,775.99 "
,26,,"45,800","$874,312.15 ","$692,063.53 "
,GLOBL,,"1,285","$85,607.07 ","$66,157.56 "
,TOTAL,,"47,184","$964,720.70 ","$761,997.08 "
74430,TC,,571,"$24,489.46 ","$19,211.03 "
,26,,"25,397","$423,454.44 ","$332,852.96 "
,GLOBL,,"5,241","$285,830.53 ","$223,110.56 "
,TOTAL,,"31,209","$733,774.43 ","$575,174.55 "
74440,26,,34,$690.36 ,$552.26 
,GLOBL,,1,$78.24 ,$62.59 
,TOTAL,,35,$768.60 ,$614.85 
74445,TC,,1,$58.27 ,$46.62 
,26,,11,$671.41 ,$537.11 
,GLOBL,,30,"$3,399.43 ","$2,631.56 "
,TOTAL,,42,"$4,129.11 ","$3,215.29 "
74450,TC,,303,"$15,834.41 ","$12,475.27 "
,26,,"7,465","$128,405.34 ","$101,285.32 "
,GLOBL,,"2,041","$143,740.32 ","$111,480.49 "
,TOTAL,,"9,809","$287,980.07 ","$225,241.08 "
74455,TC,,"1,231","$77,946.29 ","$61,469.17 "
,26,,"13,308","$232,445.77 ","$181,223.38 "
,GLOBL,,"5,343","$420,389.87 ","$328,202.22 "
,TOTAL,,"19,882","$730,781.93 ","$570,894.77 "
74470,TC,,30,"$1,318.30 ","$1,054.63 "
,26,,190,"$5,328.00 ","$4,251.67 "
,GLOBL,,82,"$4,856.66 ","$3,661.18 "
,TOTAL,,302,"$11,502.96 ","$8,967.48 "
74475,26,,"17,997","$508,553.14 ","$404,136.28 "
,GLOBL,,59,"$7,291.96 ","$5,831.39 "
,TOTAL,,"18,056","$515,845.10 ","$409,967.67 "
74480,TC,,6,$884.97 ,$707.99 
,26,,"12,178","$341,429.85 ","$271,158.15 "
,GLOBL,,89,"$13,445.64 ","$10,577.55 "
,TOTAL,,"12,273","$355,760.46 ","$282,443.69 "
74485,26,,"4,344","$123,616.87 ","$98,119.25 "
,GLOBL,,97,"$14,395.37 ","$11,516.23 "
,TOTAL,,"4,441","$138,012.24 ","$109,635.48 "
74710,TC,,1,$37.33 ,$29.86 
,26,,31,$541.51 ,$418.17 
,GLOBL,,6,$259.38 ,$207.50 
,TOTAL,,38,$838.22 ,$655.53 
74740,TC,,17,$836.00 ,$642.83 
,26,,604,"$12,166.47 ","$8,959.14 "
,GLOBL,,199,"$14,469.98 ","$10,700.33 "
,TOTAL,,820,"$27,472.45 ","$20,302.30 "
74742,26,,2,$67.03 ,$53.62 
,TOTAL,,2,$67.03 ,$53.62 
74775,TC,,1,$64.28 ,$51.42 
,26,,143,"$4,644.12 ","$3,690.48 "
,GLOBL,,12,"$1,042.59 ",$834.09 
,TOTAL,,156,"$5,750.99 ","$4,575.99 "
75552,TC,,28,"$12,852.26 ","$9,882.39 "
,26,,874,"$73,247.05 ","$57,168.73 "
,GLOBL,,239,"$122,632.89 ","$95,944.62 "
,TOTAL,,"1,141","$208,732.20 ","$162,995.74 "
75553,TC,,28,"$12,878.91 ","$10,073.20 "
,26,,"1,892","$194,882.87 ","$152,275.18 "
,GLOBL,,806,"$441,701.01 ","$347,820.57 "
,TOTAL,,"2,726","$649,462.79 ","$510,168.95 "
75554,TC,,211,"$87,028.17 ","$68,436.49 "
,26,,"4,005","$390,889.21 ","$307,194.88 "
,GLOBL,,830,"$447,591.71 ","$351,610.40 "
,TOTAL,,"5,046","$925,509.09 ","$727,241.77 "
75555,TC,,18,"$7,216.91 ","$5,072.10 "
,26,,249,"$22,977.41 ","$17,925.33 "
,GLOBL,,588,"$284,831.12 ","$222,136.16 "
,TOTAL,,855,"$315,025.44 ","$245,133.59 "
75556,26,,21,$0.21 ,$0.21 
,TOTAL,,21,$0.21 ,$0.21 
75600,TC,,165,"$76,484.07 ","$60,714.77 "
,26,,"4,922","$132,311.06 ","$105,195.94 "
,GLOBL,,244,"$122,116.22 ","$96,448.09 "
,TOTAL,,"5,331","$330,911.35 ","$262,358.80 "
75605,TC,,874,"$408,928.91 ","$324,732.97 "
,26,,"9,774","$586,356.35 ","$465,328.90 "
,GLOBL,,630,"$287,895.44 ","$227,273.24 "
,TOTAL,,"11,278","$1,283,180.70 ","$1,017,335.11 "
75625,TC,,"2,840","$1,287,008.90 ","$1,022,153.44 "
,26,,"136,178","$8,091,781.40 ","$6,416,516.85 "
,GLOBL,,"2,816","$1,265,986.03 ","$1,002,221.53 "
,TOTAL,,"141,834","$10,644,776.33 ","$8,440,891.82 "
75630,TC,,813,"$379,514.03 ","$302,152.30 "
,26,,"53,243","$5,020,329.02 ","$3,981,307.52 "
,GLOBL,,"1,454","$672,124.66 ","$532,193.26 "
,TOTAL,,"55,510","$6,071,967.71 ","$4,815,653.08 "
75635,TC,,"2,804","$1,599,160.92 ","$1,266,211.24 "
,26,,"27,597","$3,417,900.60 ","$2,685,967.16 "
,GLOBL,,"8,619","$6,012,628.36 ","$4,746,683.49 "
,TOTAL,,"39,020","$11,029,689.88 ","$8,698,861.89 "
75650,TC,,"2,203","$981,279.30 ","$779,071.94 "
,26,,"57,837","$4,440,902.68 ","$3,521,816.01 "
,GLOBL,,"1,600","$744,443.79 ","$586,617.76 "
,TOTAL,,"61,640","$6,166,625.77 ","$4,887,505.71 "
75658,TC,,64,"$30,755.62 ","$24,604.40 "
,26,,"2,269","$157,423.28 ","$125,151.18 "
,GLOBL,,140,"$73,732.52 ","$58,985.76 "
,TOTAL,,"2,473","$261,911.42 ","$208,741.34 "
75660,TC,,7,"$3,095.80 ","$2,468.98 "
,26,,"2,719","$190,502.08 ","$151,183.74 "
,GLOBL,,41,"$17,319.20 ","$13,802.51 "
,TOTAL,,"2,767","$210,917.08 ","$167,455.23 "
75662,TC,,274,"$127,183.10 ","$101,440.21 "
,26,,"5,255","$464,731.36 ","$368,664.95 "
,GLOBL,,138,"$72,203.50 ","$57,626.11 "
,TOTAL,,"5,667","$664,117.96 ","$527,731.27 "
75665,TC,,56,"$25,524.61 ","$20,221.03 "
,26,,"11,421","$798,025.61 ","$633,394.29 "
,GLOBL,,80,"$37,023.76 ","$29,618.90 "
,TOTAL,,"11,557","$860,573.98 ","$683,234.22 "
75671,TC,,"2,085","$934,071.56 ","$742,275.61 "
,26,,"56,593","$4,885,091.00 ","$3,874,684.25 "
,GLOBL,,"1,432","$647,266.47 ","$511,886.13 "
,TOTAL,,"60,110","$6,466,429.03 ","$5,128,845.99 "
75676,TC,,72,"$32,512.43 ","$25,973.95 "
,26,,"11,195","$778,096.20 ","$618,167.46 "
,GLOBL,,90,"$39,200.92 ","$31,360.69 "
,TOTAL,,"11,357","$849,809.55 ","$675,502.10 "
75680,TC,,"2,570","$1,161,921.77 ","$923,719.78 "
,26,,"61,657","$5,308,535.08 ","$4,212,730.84 "
,GLOBL,,"1,776","$839,501.36 ","$663,987.69 "
,TOTAL,,"66,003","$7,309,958.21 ","$5,800,438.31 "
75685,TC,,"1,989","$881,193.27 ","$699,142.92 "
,26,,"54,250","$3,726,560.63 ","$2,957,127.81 "
,GLOBL,,"1,745","$839,177.07 ","$667,771.92 "
,TOTAL,,"57,984","$5,446,930.97 ","$4,324,042.65 "
75705,TC,,1,$144.00 ,$111.20 
,26,,"5,128","$602,024.29 ","$480,550.90 "
,GLOBL,,27,"$12,847.95 ","$10,198.31 "
,TOTAL,,"5,156","$615,016.24 ","$490,860.41 "
75710,TC,,"1,737","$825,015.51 ","$656,294.65 "
,26,,"112,649","$6,821,194.31 ","$5,419,507.08 "
,GLOBL,,"10,988","$6,255,235.65 ","$4,989,777.17 "
,TOTAL,,"125,374","$13,901,445.47 ","$11,065,578.90 "
75716,TC,,"2,433","$1,088,816.24 ","$862,992.77 "
,26,,"105,295","$7,157,652.12 ","$5,680,638.95 "
,GLOBL,,"2,456","$1,137,600.53 ","$900,157.56 "
,TOTAL,,"110,184","$9,384,068.89 ","$7,443,789.28 "
75722,TC,,127,"$58,651.02 ","$46,744.72 "
,26,,"15,088","$908,151.02 ","$721,811.52 "
,GLOBL,,263,"$119,926.08 ","$95,156.52 "
,TOTAL,,"15,478","$1,086,728.12 ","$863,712.76 "
75724,TC,,"1,832","$848,538.95 ","$675,417.06 "
,26,,"53,974","$4,249,744.60 ","$3,372,853.76 "
,GLOBL,,"4,379","$2,220,257.35 ","$1,764,257.95 "
,TOTAL,,"60,185","$7,318,540.90 ","$5,812,528.77 "
75726,TC,,159,"$67,467.28 ","$53,969.39 "
,26,,"37,030","$2,203,803.29 ","$1,754,070.45 "
,GLOBL,,198,"$68,000.82 ","$54,400.60 "
,TOTAL,,"37,387","$2,339,271.39 ","$1,862,440.44 "
75731,TC,,1,$411.42 ,$329.14 
,26,,42,"$2,475.98 ","$1,934.38 "
,GLOBL,,6,"$2,821.39 ","$2,257.13 "
,TOTAL,,49,"$5,708.79 ","$4,520.65 "
75733,TC,,1,$411.42 ,$329.14 
,26,,21,"$1,427.66 ","$1,142.14 "
,GLOBL,,12,"$6,580.80 ","$5,264.64 "
,TOTAL,,34,"$8,419.88 ","$6,735.92 "
75736,TC,,194,"$76,475.31 ","$61,180.95 "
,26,,"10,446","$629,796.27 ","$500,636.16 "
,GLOBL,,181,"$83,657.96 ","$66,741.47 "
,TOTAL,,"10,821","$789,929.54 ","$628,558.58 "
75741,26,,595,"$40,655.44 ","$32,403.67 "
,GLOBL,,7,$976.66 ,$781.33 
,TOTAL,,602,"$41,632.10 ","$33,185.00 "
75743,TC,,2,$874.95 ,$699.96 
,26,,"1,591","$136,265.01 ","$108,296.71 "
,GLOBL,,6,"$1,452.65 ","$1,162.14 "
,TOTAL,,"1,599","$138,592.61 ","$110,158.81 "
75746,26,,363,"$21,598.10 ","$16,742.79 "
,GLOBL,,68,"$38,684.89 ","$30,715.55 "
,TOTAL,,431,"$60,282.99 ","$47,458.34 "
75756,TC,,669,"$316,472.46 ","$252,385.58 "
,26,,"8,272","$506,716.06 ","$403,295.78 "
,GLOBL,,584,"$307,497.54 ","$244,754.87 "
,TOTAL,,"9,525","$1,130,686.06 ","$900,436.23 "
75774,TC,,724,"$331,429.14 ","$263,853.97 "
,26,,"76,545","$1,457,255.72 ","$1,157,812.73 "
,GLOBL,,"2,069","$941,616.97 ","$749,219.60 "
,TOTAL,,"79,338","$2,730,301.83 ","$2,170,886.30 "
75790,TC,,"2,687","$143,078.86 ","$113,654.20 "
,26,,"158,911","$15,139,582.21 ","$12,006,384.08 "
,GLOBL,,"33,343","$5,294,459.42 ","$4,218,097.39 "
,TOTAL,,"194,941","$20,577,120.49 ","$16,338,135.67 "
75801,26,,113,"$4,976.99 ","$3,951.12 "
,GLOBL,,7,$415.00 ,$332.00 
,TOTAL,,120,"$5,391.99 ","$4,283.12 "
75803,26,,15,$940.55 ,$723.72 
,TOTAL,,15,$940.55 ,$723.72 
75805,26,,40,"$1,700.25 ","$1,333.63 "
,GLOBL,,2,$375.94 ,$300.75 
,TOTAL,,42,"$2,076.19 ","$1,634.38 "
75807,26,,17,"$1,040.64 ",$832.53 
,GLOBL,,1,$275.12 ,$220.10 
,TOTAL,,18,"$1,315.76 ","$1,052.63 "
75809,TC,,17,$485.87 ,$388.71 
,26,,"2,210","$51,970.43 ","$40,346.84 "
,GLOBL,,106,"$5,815.27 ","$4,274.30 "
,TOTAL,,"2,333","$58,271.57 ","$45,009.85 "
75810,TC,,1,$343.07 ,$274.46 
,26,,48,"$2,915.64 ","$2,332.55 "
,TOTAL,,49,"$3,258.71 ","$2,607.01 "
75820,TC,,596,"$20,448.34 ","$16,166.70 "
,26,,"56,068","$2,063,753.84 ","$1,634,451.97 "
,GLOBL,,"2,316","$166,080.69 ","$131,634.65 "
,TOTAL,,"58,980","$2,250,282.87 ","$1,782,253.32 "
75822,TC,,137,"$7,312.14 ","$5,849.25 "
,26,,"8,480","$470,711.89 ","$372,032.16 "
,GLOBL,,589,"$66,732.55 ","$53,261.56 "
,TOTAL,,"9,206","$544,756.58 ","$431,142.97 "
75825,TC,,28,"$12,686.74 ","$10,149.38 "
,26,,"39,482","$2,382,686.05 ","$1,897,502.06 "
,GLOBL,,364,"$174,836.39 ","$139,739.52 "
,TOTAL,,"39,874","$2,570,209.18 ","$2,047,390.96 "
75827,TC,,583,"$263,579.40 ","$209,090.75 "
,26,,"24,031","$1,413,704.41 ","$1,119,554.52 "
,GLOBL,,"6,968","$4,320,698.91 ","$3,428,987.50 "
,TOTAL,,"31,582","$5,997,982.72 ","$4,757,632.77 "
75831,TC,,1,$471.95 ,$377.56 
,26,,644,"$39,387.95 ","$31,123.61 "
,GLOBL,,4,"$1,699.49 ","$1,359.59 "
,TOTAL,,649,"$41,559.39 ","$32,860.76 "
75833,TC,,33,"$13,813.54 ","$11,050.95 "
,26,,"1,356","$107,482.70 ","$85,727.03 "
,GLOBL,,12,"$2,563.90 ","$2,051.11 "
,TOTAL,,"1,401","$123,860.14 ","$98,829.09 "
75840,TC,,1,$74.00 ,$59.20 
,26,,29,"$1,782.31 ","$1,425.88 "
,GLOBL,,1,$60.11 ,$48.09 
,TOTAL,,31,"$1,916.42 ","$1,533.17 "
75842,26,,37,"$2,914.00 ","$2,240.21 "
,TOTAL,,37,"$2,914.00 ","$2,240.21 "
75860,TC,,1,$444.90 ,$355.92 
,26,,"6,252","$380,236.21 ","$302,091.87 "
,GLOBL,,156,"$90,009.89 ","$71,343.97 "
,TOTAL,,"6,409","$470,691.00 ","$373,791.76 "
75870,TC,,7,"$3,417.24 ","$2,733.78 "
,26,,91,"$5,491.31 ","$4,347.50 "
,GLOBL,,34,"$15,366.49 ","$12,205.22 "
,TOTAL,,132,"$24,275.04 ","$19,286.50 "
75872,TC,,1,$422.66 ,$338.13 
,26,,242,"$15,213.08 ","$12,170.01 "
,GLOBL,,16,"$5,396.06 ","$4,316.86 "
,TOTAL,,259,"$21,031.80 ","$16,825.00 "
75880,TC,,1,$36.73 ,$29.38 
,26,,28,"$1,020.96 ",$816.78 
,GLOBL,,9,$732.17 ,$543.26 
,TOTAL,,38,"$1,789.86 ","$1,389.42 "
75885,26,,378,"$28,773.07 ","$22,631.90 "
,TOTAL,,378,"$28,773.07 ","$22,631.90 "
75887,26,,228,"$17,513.53 ","$13,915.72 "
,GLOBL,,53,"$39,876.70 ","$31,901.47 "
,TOTAL,,281,"$57,390.23 ","$45,817.19 "
75889,26,,"1,308","$77,799.61 ","$61,776.59 "
,GLOBL,,2,$107.00 ,$85.60 
,TOTAL,,"1,310","$77,906.61 ","$61,862.19 "
75891,26,,753,"$45,248.56 ","$35,923.78 "
,GLOBL,,1,$546.84 ,$437.47 
,TOTAL,,754,"$45,795.40 ","$36,361.25 "
75893,TC,,54,"$22,595.12 ","$18,076.29 "
,26,,"3,523","$103,299.15 ","$81,956.95 "
,GLOBL,,263,"$81,595.20 ","$65,188.11 "
,TOTAL,,"3,840","$207,489.47 ","$165,221.35 "
75894,TC,,98,"$83,855.18 ","$67,084.30 "
,26,,"21,097","$1,466,902.86 ","$1,165,786.17 "
,GLOBL,,"2,780","$2,707,119.63 ","$2,155,299.88 "
,TOTAL,,"23,975","$4,257,877.67 ","$3,388,170.35 "
75896,TC,,17,"$15,270.52 ","$12,216.44 "
,26,,"22,860","$1,597,535.40 ","$1,270,185.03 "
,GLOBL,,380,"$294,211.39 ","$232,032.64 "
,TOTAL,,"23,257","$1,907,017.31 ","$1,514,434.11 "
75898,TC,,98,"$4,397.14 ","$3,455.92 "
,26,,"46,618","$4,061,727.22 ","$3,226,926.17 "
,GLOBL,,763,"$99,082.62 ","$78,860.75 "
,TOTAL,,"47,479","$4,165,206.98 ","$3,309,242.84 "
75900,26,,"2,371","$61,104.87 ","$48,547.76 "
,GLOBL,,5,$151.06 ,$120.84 
,TOTAL,,"2,376","$61,255.93 ","$48,668.60 "
75901,26,,930,"$24,079.84 ","$19,121.64 "
,GLOBL,,8,$813.36 ,$650.69 
,TOTAL,,938,"$24,893.20 ","$19,772.33 "
75902,TC,,2,$205.15 ,$164.12 
,26,,"1,518","$30,740.04 ","$24,350.26 "
,GLOBL,,478,"$67,754.62 ","$54,053.76 "
,TOTAL,,"1,998","$98,699.81 ","$78,568.14 "
75940,TC,,11,"$5,355.80 ","$4,284.62 "
,26,,"54,966","$1,599,031.14 ","$1,273,383.33 "
,GLOBL,,139,"$24,001.06 ","$19,138.79 "
,TOTAL,,"55,116","$1,628,388.00 ","$1,296,806.74 "
75945,TC,,17,"$3,022.94 ","$2,303.13 "
,26,,"4,674","$101,819.57 ","$81,013.59 "
,GLOBL,,31,"$5,385.18 ","$4,308.17 "
,TOTAL,,"4,722","$110,227.69 ","$87,624.89 "
75946,26,,"3,049","$66,457.86 ","$52,893.66 "
,GLOBL,,8,$958.04 ,$766.42 
,TOTAL,,"3,057","$67,415.90 ","$53,660.08 "
75952,26,,"15,450","$3,721,719.60 ","$2,961,288.44 "
,GLOBL,,14,"$3,226.47 ","$2,581.22 "
,TOTAL,,"15,464","$3,724,946.07 ","$2,963,869.66 "
75953,26,,"11,441","$843,347.64 ","$671,764.56 "
,GLOBL,,28,"$2,710.03 ","$2,167.97 "
,TOTAL,,"11,469","$846,057.67 ","$673,932.53 "
75954,26,,717,"$86,274.05 ","$68,702.04 "
,GLOBL,,2,$240.58 ,$192.46 
,TOTAL,,719,"$86,514.63 ","$68,894.50 "
75960,TC,,126,"$69,833.56 ","$55,866.80 "
,26,,"121,769","$5,285,527.19 ","$4,200,105.20 "
,GLOBL,,"2,573","$1,556,456.18 ","$1,240,837.50 "
,TOTAL,,"124,468","$6,911,816.93 ","$5,496,809.50 "
75961,TC,,18,"$8,011.98 ","$6,409.62 "
,26,,"3,081","$680,165.20 ","$538,437.41 "
,GLOBL,,46,"$25,819.46 ","$20,655.54 "
,TOTAL,,"3,145","$713,996.64 ","$565,502.57 "
75962,TC,,642,"$376,763.79 ","$299,247.11 "
,26,,"85,215","$2,455,226.87 ","$1,951,458.64 "
,GLOBL,,"5,828","$3,965,038.35 ","$3,158,008.79 "
,TOTAL,,"91,685","$6,797,029.01 ","$5,408,714.54 "
75964,TC,,34,"$10,156.43 ","$8,125.27 "
,26,,"21,459","$415,019.99 ","$330,406.97 "
,GLOBL,,239,"$70,255.99 ","$55,999.95 "
,TOTAL,,"21,732","$495,432.41 ","$394,532.19 "
75966,TC,,31,"$18,380.69 ","$14,704.61 "
,26,,"17,864","$1,236,595.94 ","$982,627.23 "
,GLOBL,,206,"$103,906.14 ","$82,844.57 "
,TOTAL,,"18,101","$1,358,882.77 ","$1,080,176.41 "
75968,TC,,2,$595.44 ,$476.36 
,26,,"1,966","$37,674.77 ","$30,010.87 "
,GLOBL,,23,"$4,342.62 ","$3,474.11 "
,TOTAL,,"1,991","$42,612.83 ","$33,961.34 "
75970,TC,,2,$978.02 ,$782.42 
,26,,"3,660","$161,812.29 ","$127,843.63 "
,GLOBL,,48,"$23,216.67 ","$18,573.28 "
,TOTAL,,"3,710","$186,006.98 ","$147,199.33 "
75978,TC,,"2,259","$1,385,413.79 ","$1,102,303.50 "
,26,,"129,758","$3,673,798.42 ","$2,920,011.69 "
,GLOBL,,"36,455","$25,805,682.41 ","$20,581,322.92 "
,TOTAL,,"168,472","$30,864,894.62 ","$24,603,638.11 "
75980,TC,,2,$294.82 ,$235.86 
,26,,"2,982","$223,804.99 ","$177,605.82 "
,GLOBL,,9,"$1,237.15 ",$989.69 
,TOTAL,,"2,993","$225,336.96 ","$178,831.37 "
75982,TC,,1,$166.24 ,$132.99 
,26,,"5,814","$438,190.53 ","$348,937.40 "
,GLOBL,,6,"$1,041.81 ",$833.44 
,TOTAL,,"5,821","$439,398.58 ","$349,903.83 "
75984,TC,,15,"$1,095.43 ",$870.74 
,26,,"59,820","$2,235,222.58 ","$1,766,134.35 "
,GLOBL,,247,"$27,140.72 ","$21,448.91 "
,TOTAL,,"60,082","$2,263,458.73 ","$1,788,454.00 "
75989,TC,,285,"$33,658.43 ","$26,719.11 "
,26,,"50,630","$3,120,158.05 ","$2,479,728.64 "
,GLOBL,,875,"$115,704.35 ","$91,083.70 "
,TOTAL,,"51,790","$3,269,520.83 ","$2,597,531.45 "
75992,TC,,1,$643.87 ,$515.10 
,26,,"20,341","$583,528.11 ","$463,854.78 "
,GLOBL,,129,"$4,019.20 ","$3,086.20 "
,TOTAL,,"20,471","$588,191.18 ","$467,456.08 "
75993,26,,"6,064","$116,526.25 ","$92,812.88 "
,GLOBL,,29,$766.18 ,$613.04 
,TOTAL,,"6,093","$117,292.43 ","$93,425.92 "
75994,26,,143,"$9,559.33 ","$7,610.19 "
,GLOBL,,1,$593.73 ,$474.98 
,TOTAL,,144,"$10,153.06 ","$8,085.17 "
75995,26,,35,"$2,477.80 ","$1,933.44 "
,TOTAL,,35,"$2,477.80 ","$1,933.44 "
75996,26,,19,$374.01 ,$299.21 
,GLOBL,,1,$338.49 ,$270.79 
,TOTAL,,20,$712.50 ,$570.00 
75998,TC,,283,"$13,673.71 ","$10,798.76 "
,26,,"389,160","$7,600,566.60 ","$6,041,384.55 "
,GLOBL,,"8,414","$591,226.70 ","$469,834.55 "
,TOTAL,,"397,857","$8,205,467.01 ","$6,522,017.86 "
76000,TC,,"5,707","$309,503.10 ","$243,990.27 "
,26,,"119,904","$1,053,108.77 ","$830,796.60 "
,GLOBL,,"34,793","$2,150,989.83 ","$1,682,926.65 "
,TOTAL,,"160,404","$3,513,601.70 ","$2,757,713.52 "
76001,TC,,31,"$3,236.09 ","$2,588.83 "
