Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 40490 - 49999,,,,,
,BESS REPORTS,CODE RANGES,,,
,TOTAL,,161,"$71,314.27 ","$57,051.42 "
42970,OTHER,,241,"$88,826.80 ","$70,443.05 "
,TOTAL,,241,"$88,826.80 ","$70,443.05 "
42971,OTHER,,14,"$5,439.73 ","$4,351.79 "
,TOTAL,,14,"$5,439.73 ","$4,351.79 "
42972,OTHER,,15,"$6,155.20 ","$4,582.25 "
,TOTAL,,15,"$6,155.20 ","$4,582.25 "
42999,80'S,,1,$41.18 ,$32.94 
,OTHER,,75,"$25,012.54 ","$19,913.45 "
,TOTAL,,76,"$25,053.72 ","$19,946.39 "
43020,80'S,,2,$177.81 ,$142.25 
,OTHER,,22,"$9,828.17 ","$7,862.53 "
,TOTAL,,24,"$10,005.98 ","$8,004.78 "
43030,80'S,,154,"$10,158.12 ","$7,992.34 "
,OTHER,,915,"$376,247.95 ","$298,149.12 "
,TOTAL,,"1,069","$386,406.07 ","$306,141.46 "
43045,80'S,,3,$519.60 ,$415.68 
,OTHER,,18,"$17,636.56 ","$14,109.24 "
,TOTAL,,21,"$18,156.16 ","$14,524.92 "
43100,80'S,,3,$140.29 ,$112.24 
,OTHER,,56,"$25,747.27 ","$20,515.59 "
,TOTAL,,59,"$25,887.56 ","$20,627.83 "
43101,80'S,,13,"$1,656.64 ","$1,325.29 "
,OTHER,,61,"$44,888.08 ","$35,631.78 "
,TOTAL,,74,"$46,544.72 ","$36,957.07 "
43107,80'S,,209,"$78,774.66 ","$62,589.06 "
,OTHER,,"1,015","$2,194,847.75 ","$1,739,990.76 "
,TOTAL,,"1,224","$2,273,622.41 ","$1,802,579.82 "
43108,80'S,,5,"$1,643.41 ","$1,314.73 "
,OTHER,,22,"$40,149.52 ","$31,047.06 "
,TOTAL,,27,"$41,792.93 ","$32,361.79 "
43112,80'S,,69,"$28,825.76 ","$22,931.70 "
,OTHER,,355,"$821,817.45 ","$655,921.67 "
,TOTAL,,424,"$850,643.21 ","$678,853.37 "
43113,80'S,,1,$382.04 ,$305.63 
,OTHER,,23,"$38,382.37 ","$30,705.92 "
,TOTAL,,24,"$38,764.41 ","$31,011.55 "
43116,80'S,,3,$956.00 ,$764.80 
,OTHER,,13,"$21,069.25 ","$16,855.39 "
,TOTAL,,16,"$22,025.25 ","$17,620.19 "
43117,80'S,,255,"$94,449.79 ","$75,147.24 "
,OTHER,,"1,207","$2,435,720.07 ","$1,930,725.11 "
,TOTAL,,"1,462","$2,530,169.86 ","$2,005,872.35 "
43118,80'S,,4,"$1,243.14 ",$994.51 
,OTHER,,16,"$26,238.47 ","$20,990.77 "
,TOTAL,,20,"$27,481.61 ","$21,985.28 "
43121,80'S,,27,"$7,304.71 ","$5,843.73 "
,OTHER,,71,"$111,558.88 ","$89,247.09 "
,TOTAL,,98,"$118,863.59 ","$95,090.82 "
43122,80'S,,90,"$34,174.38 ","$27,133.19 "
,OTHER,,290,"$637,518.11 ","$507,509.19 "
,TOTAL,,380,"$671,692.49 ","$534,642.38 "
43123,80'S,,10,"$3,031.97 ","$2,425.56 "
,OTHER,,25,"$44,636.62 ","$35,590.49 "
,TOTAL,,35,"$47,668.59 ","$38,016.05 "
43124,80'S,,15,"$3,112.55 ","$2,453.89 "
,OTHER,,60,"$82,828.93 ","$66,263.11 "
,TOTAL,,75,"$85,941.48 ","$68,717.00 "
43130,80'S,,292,"$35,155.23 ","$27,852.89 "
,OTHER,,"1,342","$981,892.68 ","$780,015.08 "
,TOTAL,,"1,634","$1,017,047.91 ","$807,867.97 "
43135,80'S,,41,"$5,415.13 ","$4,332.12 "
,OTHER,,154,"$120,905.04 ","$95,827.36 "
,TOTAL,,195,"$126,320.17 ","$100,159.48 "
43200,SG,,"1,710","$414,960.76 ","$327,121.08 "
,OTHER,,"18,022","$1,770,850.82 ","$1,386,870.48 "
,TOTAL,,"19,732","$2,185,811.58 ","$1,713,991.56 "
43201,SG,,18,"$4,409.27 ","$3,527.39 "
,OTHER,,415,"$45,877.70 ","$36,327.31 "
,TOTAL,,433,"$50,286.97 ","$39,854.70 "
43202,SG,,765,"$213,925.56 ","$167,403.09 "
,OTHER,,"4,600","$449,631.07 ","$350,173.65 "
,TOTAL,,"5,365","$663,556.63 ","$517,576.74 "
43204,SG,,4,"$1,310.02 ","$1,048.01 "
,OTHER,,216,"$45,540.61 ","$35,631.05 "
,TOTAL,,220,"$46,850.63 ","$36,679.06 "
43205,SG,,26,"$8,008.28 ","$6,406.63 "
,OTHER,,480,"$99,383.61 ","$77,826.03 "
,TOTAL,,506,"$107,391.89 ","$84,232.66 "
43215,SG,,55,"$17,103.24 ","$13,586.60 "
,OTHER,,"2,215","$323,236.30 ","$249,735.16 "
,TOTAL,,"2,270","$340,339.54 ","$263,321.76 "
43216,SG,,3,$807.18 ,$645.74 
,OTHER,,151,"$17,793.41 ","$13,989.04 "
,TOTAL,,154,"$18,600.59 ","$14,634.78 "
43217,SG,,13,"$3,629.98 ","$2,713.30 "
,OTHER,,210,"$31,166.31 ","$24,338.00 "
,TOTAL,,223,"$34,796.29 ","$27,051.30 "
43219,SG,,8,"$2,492.66 ","$1,994.12 "
,OTHER,,912,"$144,747.80 ","$114,238.52 "
,TOTAL,,920,"$147,240.46 ","$116,232.64 "
43220,SG,,510,"$156,959.30 ","$123,597.74 "
,OTHER,,"4,606","$487,714.01 ","$378,021.58 "
,TOTAL,,"5,116","$644,673.31 ","$501,619.32 "
43226,SG,,781,"$244,361.72 ","$191,558.55 "
,OTHER,,"3,568","$430,336.05 ","$332,307.85 "
,TOTAL,,"4,349","$674,697.77 ","$523,866.40 "
43227,SG,,17,"$7,008.10 ","$5,518.50 "
,OTHER,,928,"$181,078.43 ","$143,233.92 "
,TOTAL,,945,"$188,086.53 ","$148,752.42 "
43228,SG,,143,"$60,706.54 ","$47,833.37 "
,OTHER,,920,"$191,748.92 ","$151,439.37 "
,TOTAL,,"1,063","$252,455.46 ","$199,272.74 "
43231,SG,,17,"$6,037.02 ","$4,559.85 "
,OTHER,,372,"$66,216.33 ","$50,823.35 "
,TOTAL,,389,"$72,253.35 ","$55,383.20 "
43232,SG,,4,"$1,736.38 ","$1,389.10 "
,OTHER,,236,"$56,557.69 ","$44,096.89 "
,TOTAL,,240,"$58,294.07 ","$45,485.99 "
43234,SG,,463,"$114,182.37 ","$89,834.55 "
,OTHER,,"2,902","$326,905.58 ","$257,028.75 "
,TOTAL,,"3,365","$441,087.95 ","$346,863.30 "
43235,SG,,"85,646","$23,485,563.84 ","$18,454,713.52 "
,OTHER,,"501,800","$61,297,287.40 ","$48,005,139.81 "
,TOTAL,,"587,446","$84,782,851.24 ","$66,459,853.33 "
43236,SG,,583,"$197,634.46 ","$155,952.88 "
,OTHER,,"8,377","$1,070,878.26 ","$840,997.03 "
,TOTAL,,"8,960","$1,268,512.72 ","$996,949.91 "
43237,SG,,2,$668.33 ,$534.66 
,OTHER,,575,"$130,587.99 ","$102,918.76 "
,TOTAL,,577,"$131,256.32 ","$103,453.42 "
43238,SG,,16,"$6,786.21 ","$5,092.84 "
,OTHER,,432,"$120,086.89 ","$94,665.82 "
,TOTAL,,448,"$126,873.10 ","$99,758.66 "
43239,SG,,"374,813","$143,488,587.10 ","$112,991,811.84 "
,OTHER,,"1,345,270","$187,259,906.99 ","$146,855,855.99 "
,TOTAL,,"1,720,083","$330,748,494.09 ","$259,847,667.83 "
43240,SG,,5,"$1,607.12 ","$1,285.70 "
,OTHER,,182,"$54,381.41 ","$42,981.29 "
,TOTAL,,187,"$55,988.53 ","$44,266.99 "
43241,SG,,150,"$54,904.62 ","$43,095.86 "
,OTHER,,"3,610","$433,805.56 ","$341,281.70 "
,TOTAL,,"3,760","$488,710.18 ","$384,377.56 "
43242,SG,,467,"$205,488.66 ","$161,852.82 "
,OTHER,,"11,993","$4,738,846.89 ","$3,750,753.51 "
,TOTAL,,"12,460","$4,944,335.55 ","$3,912,606.33 "
43243,SG,,233,"$89,883.19 ","$71,085.07 "
,OTHER,,"4,408","$1,051,746.24 ","$830,200.03 "
,TOTAL,,"4,641","$1,141,629.43 ","$901,285.10 "
43244,SG,,724,"$305,270.12 ","$241,456.64 "
,OTHER,,"11,575","$3,193,008.58 ","$2,502,816.86 "
,TOTAL,,"12,299","$3,498,278.70 ","$2,744,273.50 "
43245,SG,,"2,623","$1,013,077.57 ","$794,325.75 "
,OTHER,,"14,527","$2,360,590.83 ","$1,841,411.75 "
,TOTAL,,"17,150","$3,373,668.40 ","$2,635,737.50 "
43246,SG,,"1,821","$783,527.03 ","$621,011.14 "
,80'S,,797,"$30,279.55 ","$24,133.62 "
,OTHER,,"146,087","$33,026,269.28 ","$26,269,331.95 "
,TOTAL,,"148,705","$33,840,075.86 ","$26,914,476.71 "
43247,SG,,"1,628","$658,103.17 ","$519,032.25 "
,OTHER,,"25,725","$4,681,511.55 ","$3,647,579.66 "
,TOTAL,,"27,353","$5,339,614.72 ","$4,166,611.91 "
43248,SG,,"40,689","$15,443,871.98 ","$12,153,884.22 "
,OTHER,,"92,062","$14,615,026.30 ","$11,386,470.29 "
,TOTAL,,"132,751","$30,058,898.28 ","$23,540,354.51 "
43249,SG,,"19,763","$7,567,193.56 ","$5,954,866.00 "
,OTHER,,"83,048","$11,942,346.01 ","$9,296,942.03 "
,TOTAL,,"102,811","$19,509,539.57 ","$15,251,808.03 "
43250,SG,,"2,685","$1,039,054.20 ","$816,298.24 "
,OTHER,,"8,571","$1,269,620.74 ","$998,050.07 "
,TOTAL,,"11,256","$2,308,674.94 ","$1,814,348.31 "
43251,SG,,"6,333","$2,410,490.39 ","$1,900,534.93 "
,OTHER,,"23,398","$4,164,022.77 ","$3,272,123.56 "
,TOTAL,,"29,731","$6,574,513.16 ","$5,172,658.49 "
43255,SG,,"2,094","$779,961.91 ","$618,023.67 "
,OTHER,,"56,420","$14,651,414.48 ","$11,608,510.47 "
,TOTAL,,"58,514","$15,431,376.39 ","$12,226,534.14 "
43256,SG,,12,"$5,712.30 ","$4,569.86 "
,OTHER,,"2,310","$538,967.75 ","$427,221.60 "
,TOTAL,,"2,322","$544,680.05 ","$431,791.46 "
43257,OTHER,,241,"$70,563.88 ","$55,528.36 "
,TOTAL,,241,"$70,563.88 ","$55,528.36 "
43258,SG,,"1,922","$952,386.58 ","$751,039.91 "
,OTHER,,"10,684","$2,525,597.00 ","$1,992,352.64 "
,TOTAL,,"12,606","$3,477,983.58 ","$2,743,392.55 "
43259,SG,,886,"$447,624.55 ","$354,982.44 "
,80'S,,1,$48.18 ,$38.54 
,OTHER,,"19,487","$5,494,606.72 ","$4,331,787.38 "
,TOTAL,,"20,374","$5,942,279.45 ","$4,686,808.36 "
43260,SG,,142,"$60,982.17 ","$48,605.88 "
,80'S,,1,$29.62 ,$23.70 
,OTHER,,"21,933","$7,055,177.11 ","$5,588,094.29 "
,TOTAL,,"22,076","$7,116,188.90 ","$5,636,723.87 "
43261,SG,,34,"$11,474.58 ","$9,091.65 "
,OTHER,,"7,991","$822,146.56 ","$651,445.63 "
,TOTAL,,"8,025","$833,621.14 ","$660,537.28 "
43262,SG,,129,"$44,235.39 ","$35,016.47 "
,OTHER,,"54,141","$8,855,024.53 ","$7,026,939.89 "
,TOTAL,,"54,270","$8,899,259.92 ","$7,061,956.36 "
43263,SG,,1,$205.93 ,$164.74 
,OTHER,,853,"$94,461.64 ","$74,111.51 "
,TOTAL,,854,"$94,667.57 ","$74,276.25 "
43264,SG,,99,"$36,189.54 ","$28,768.70 "
,OTHER,,"36,448","$17,228,614.66 ","$13,679,359.26 "
,TOTAL,,"36,547","$17,264,804.20 ","$13,708,127.96 "
43265,SG,,17,"$5,529.44 ","$4,423.54 "
,OTHER,,"2,661","$1,457,681.57 ","$1,159,581.01 "
,TOTAL,,"2,678","$1,463,211.01 ","$1,164,004.55 "
43267,OTHER,,445,"$116,672.15 ","$92,738.48 "
,TOTAL,,445,"$116,672.15 ","$92,738.48 "
43268,SG,,62,"$19,958.34 ","$15,395.15 "
,OTHER,,"31,056","$10,067,355.15 ","$7,989,893.83 "
,TOTAL,,"31,118","$10,087,313.49 ","$8,005,288.98 "
43269,SG,,138,"$51,069.24 ","$40,545.27 "
,OTHER,,"15,389","$5,266,380.10 ","$4,164,089.82 "
,TOTAL,,"15,527","$5,317,449.34 ","$4,204,635.09 "
43271,SG,,27,"$8,179.20 ","$6,543.33 "
,OTHER,,"7,771","$1,049,603.91 ","$831,672.98 "
,TOTAL,,"7,798","$1,057,783.11 ","$838,216.31 "
43272,SG,,1,$223.78 ,$179.02 
,OTHER,,304,"$58,665.40 ","$46,385.07 "
,TOTAL,,305,"$58,889.18 ","$46,564.09 "
43280,80'S,,"2,240","$346,411.29 ","$272,688.82 "
,OTHER,,"7,138","$6,581,800.65 ","$5,185,059.27 "
,TOTAL,,"9,378","$6,928,211.94 ","$5,457,748.09 "
43289,80'S,,175,"$30,891.48 ","$24,519.22 "
,OTHER,,715,"$748,114.04 ","$595,014.93 "
,TOTAL,,890,"$779,005.52 ","$619,534.15 "
43300,80'S,,11,$732.27 ,$585.82 
,OTHER,,60,"$27,564.48 ","$21,963.62 "
,TOTAL,,71,"$28,296.75 ","$22,549.44 "
43305,80'S,,4,$598.76 ,$479.01 
,OTHER,,86,"$86,106.81 ","$68,845.68 "
,TOTAL,,90,"$86,705.57 ","$69,324.69 "
43310,80'S,,21,"$4,564.27 ","$3,651.42 "
,OTHER,,101,"$128,016.59 ","$102,413.30 "
,TOTAL,,122,"$132,580.86 ","$106,064.72 "
43312,80'S,,3,$834.43 ,$667.54 
,OTHER,,24,"$35,582.78 ","$28,466.21 "
,TOTAL,,27,"$36,417.21 ","$29,133.75 "
43313,OTHER,,1,"$3,026.22 ","$2,420.98 "
,TOTAL,,1,"$3,026.22 ","$2,420.98 "
43314,OTHER,,3,"$8,737.96 ","$6,990.37 "
,TOTAL,,3,"$8,737.96 ","$6,990.37 "
43320,80'S,,24,"$4,062.27 ","$3,249.79 "
,OTHER,,85,"$87,341.91 ","$69,785.57 "
,TOTAL,,109,"$91,404.18 ","$73,035.36 "
43324,80'S,,571,"$104,017.86 ","$82,270.29 "
,OTHER,,"1,787","$1,929,605.70 ","$1,520,371.93 "
,TOTAL,,"2,358","$2,033,623.56 ","$1,602,642.22 "
43325,80'S,,22,"$4,151.98 ","$3,321.57 "
,OTHER,,81,"$86,637.77 ","$68,489.95 "
,TOTAL,,103,"$90,789.75 ","$71,811.52 "
43326,80'S,,31,"$5,294.27 ","$4,235.39 "
,OTHER,,214,"$237,408.91 ","$189,574.97 "
,TOTAL,,245,"$242,703.18 ","$193,810.36 "
43330,80'S,,69,"$12,151.76 ","$9,721.37 "
,OTHER,,218,"$217,209.15 ","$172,474.01 "
,TOTAL,,287,"$229,360.91 ","$182,195.38 "
43331,80'S,,26,"$4,769.49 ","$3,815.58 "
,OTHER,,122,"$126,819.70 ","$101,229.65 "
,TOTAL,,148,"$131,589.19 ","$105,045.23 "
43340,80'S,,9,"$1,458.57 ","$1,166.86 "
,OTHER,,31,"$30,084.42 ","$24,067.52 "
,TOTAL,,40,"$31,542.99 ","$25,234.38 "
43341,80'S,,2,$408.87 ,$327.09 
,OTHER,,11,"$9,883.19 ","$7,906.55 "
,TOTAL,,13,"$10,292.06 ","$8,233.64 "
43350,80'S,,3,$393.97 ,$190.47 
,OTHER,,4,"$3,015.51 ","$1,633.03 "
,TOTAL,,7,"$3,409.48 ","$1,823.50 "
43351,OTHER,,12,"$8,560.01 ","$6,848.00 "
,TOTAL,,12,"$8,560.01 ","$6,848.00 "
43352,80'S,,19,"$2,345.06 ","$1,876.07 "
,OTHER,,103,"$75,282.37 ","$58,757.93 "
,TOTAL,,122,"$77,627.43 ","$60,634.00 "
43360,80'S,,11,"$3,592.08 ","$2,873.65 "
,OTHER,,40,"$70,701.70 ","$56,561.37 "
,TOTAL,,51,"$74,293.78 ","$59,435.02 "
43361,80'S,,4,"$1,505.02 ","$1,204.02 "
,OTHER,,30,"$56,803.40 ","$45,432.79 "
,TOTAL,,34,"$58,308.42 ","$46,636.81 "
43400,OTHER,,17,"$18,669.81 ","$14,935.83 "
,TOTAL,,17,"$18,669.81 ","$14,935.83 "
43401,80'S,,1,$123.57 ,$98.86 
,OTHER,,7,"$6,809.69 ","$5,447.74 "
,TOTAL,,8,"$6,933.26 ","$5,546.60 "
43405,80'S,,7,"$1,369.63 ","$1,095.71 "
,OTHER,,47,"$48,831.60 ","$39,065.28 "
,TOTAL,,54,"$50,201.23 ","$40,160.99 "
43410,80'S,,13,"$1,570.85 ","$1,256.68 "
,OTHER,,104,"$70,994.14 ","$56,314.65 "
,TOTAL,,117,"$72,564.99 ","$57,571.33 "
43415,80'S,,72,"$17,017.84 ","$13,614.32 "
,OTHER,,332,"$437,227.76 ","$348,851.88 "
,TOTAL,,404,"$454,245.60 ","$362,466.20 "
43420,80'S,,6,$783.04 ,$626.43 
,OTHER,,55,"$34,185.49 ","$27,344.40 "
,TOTAL,,61,"$34,968.53 ","$27,970.83 "
43425,80'S,,8,"$1,368.66 ","$1,094.93 "
,OTHER,,25,"$25,188.05 ","$20,150.46 "
,TOTAL,,33,"$26,556.71 ","$21,245.39 "
43450,SG,,"27,292","$4,922,247.12 ","$3,890,403.42 "
,OTHER,,"75,347","$3,517,391.07 ","$2,758,403.00 "
,TOTAL,,"102,639","$8,439,638.19 ","$6,648,806.42 "
43453,SG,,"1,915","$338,920.27 ","$268,901.25 "
,OTHER,,"6,064","$395,495.71 ","$312,245.04 "
,TOTAL,,"7,979","$734,415.98 ","$581,146.29 "
43456,SG,,604,"$205,506.36 ","$160,305.24 "
,OTHER,,"2,989","$391,016.89 ","$308,205.05 "
,TOTAL,,"3,593","$596,523.25 ","$468,510.29 "
43458,SG,,311,"$94,299.25 ","$75,042.21 "
,OTHER,,"2,426","$391,182.98 ","$307,464.75 "
,TOTAL,,"2,737","$485,482.23 ","$382,506.96 "
43460,OTHER,,49,"$9,183.13 ","$7,272.71 "
,TOTAL,,49,"$9,183.13 ","$7,272.71 "
43496,80'S,,1,$89.52 ,$71.62 
,OTHER,,27,"$35,699.60 ","$28,559.70 "
,TOTAL,,28,"$35,789.12 ","$28,631.32 "
43499,80'S,,30,"$4,782.97 ","$3,826.39 "
,OTHER,,528,"$237,551.73 ","$189,811.03 "
,TOTAL,,558,"$242,334.70 ","$193,637.42 "
43500,80'S,,72,"$5,498.73 ","$4,398.93 "
,OTHER,,459,"$220,265.90 ","$175,140.09 "
,TOTAL,,531,"$225,764.63 ","$179,539.02 "
43501,80'S,,148,"$26,233.76 ","$20,863.86 "
,OTHER,,858,"$906,165.98 ","$723,634.08 "
,TOTAL,,"1,006","$932,399.74 ","$744,497.94 "
43502,80'S,,9,"$1,723.27 ","$1,378.63 "
,OTHER,,61,"$76,670.15 ","$61,325.01 "
,TOTAL,,70,"$78,393.42 ","$62,703.64 "
43510,80'S,,2,$263.49 ,$210.79 
,OTHER,,51,"$31,474.92 ","$25,179.93 "
,TOTAL,,53,"$31,738.41 ","$25,390.72 "
43520,80'S,,31,"$1,699.25 ","$1,359.43 "
,OTHER,,144,"$43,706.30 ","$34,471.00 "
,TOTAL,,175,"$45,405.55 ","$35,830.43 "
43600,SG,,3,$851.34 ,$681.07 
,OTHER,,309,"$16,678.50 ","$13,204.42 "
,TOTAL,,312,"$17,529.84 ","$13,885.49 "
43605,80'S,,39,"$3,099.36 ","$2,479.50 "
,OTHER,,229,"$104,151.76 ","$83,287.70 "
,TOTAL,,268,"$107,251.12 ","$85,767.20 "
43610,80'S,,246,"$28,884.21 ","$22,727.71 "
,OTHER,,"1,252","$887,078.19 ","$703,219.59 "
,TOTAL,,"1,498","$915,962.40 ","$725,947.30 "
43611,80'S,,197,"$28,287.44 ","$22,616.48 "
,OTHER,,787,"$681,630.31 ","$544,056.25 "
,TOTAL,,984,"$709,917.75 ","$566,672.73 "
43620,80'S,,63,"$17,131.27 ","$13,496.21 "
,OTHER,,204,"$324,251.69 ","$258,005.14 "
,TOTAL,,267,"$341,382.96 ","$271,501.35 "
43621,80'S,,214,"$60,252.24 ","$47,965.90 "
,OTHER,,745,"$1,259,697.17 ","$999,741.01 "
,TOTAL,,959,"$1,319,949.41 ","$1,047,706.91 "
43622,80'S,,40,"$11,846.31 ","$9,477.05 "
,OTHER,,135,"$238,430.58 ","$187,686.77 "
,TOTAL,,175,"$250,276.89 ","$197,163.82 "
43631,80'S,,467,"$95,232.98 ","$76,018.15 "
,OTHER,,"1,540","$1,878,714.38 ","$1,498,523.40 "
,TOTAL,,"2,007","$1,973,947.36 ","$1,574,541.55 "
43632,80'S,,831,"$172,329.79 ","$137,285.07 "
,OTHER,,"2,798","$3,476,703.05 ","$2,766,763.84 "
,TOTAL,,"3,629","$3,649,032.84 ","$2,904,048.91 "
43633,80'S,,493,"$100,928.11 ","$80,082.16 "
,OTHER,,"1,568","$1,940,822.13 ","$1,538,834.82 "
,TOTAL,,"2,061","$2,041,750.24 ","$1,618,916.98 "
43634,80'S,,5,"$1,196.72 ",$768.12 
,OTHER,,28,"$40,761.27 ","$31,617.67 "
,TOTAL,,33,"$41,957.99 ","$32,385.79 "
43635,80'S,,148,"$2,674.51 ","$2,121.77 "
,OTHER,,684,"$74,285.08 ","$58,950.42 "
,TOTAL,,832,"$76,959.59 ","$61,072.19 "
43638,80'S,,82,"$21,145.37 ","$16,552.62 "
,OTHER,,254,"$388,846.58 ","$309,110.74 "
,TOTAL,,336,"$409,991.95 ","$325,663.36 "
43639,80'S,,94,"$23,910.36 ","$19,128.21 "
,OTHER,,275,"$420,827.09 ","$335,064.78 "
,TOTAL,,369,"$444,737.45 ","$354,192.99 "
43640,80'S,,170,"$25,538.09 ","$20,295.68 "
,OTHER,,768,"$672,633.74 ","$535,646.40 "
,TOTAL,,938,"$698,171.83 ","$555,942.08 "
43641,80'S,,4,$498.74 ,$398.99 
,OTHER,,32,"$21,035.11 ","$16,823.68 "
,TOTAL,,36,"$21,533.85 ","$17,222.67 "
43644,80'S,,"2,103","$526,890.57 ","$414,247.59 "
,OTHER,,"4,735","$7,034,461.48 ","$5,534,313.50 "
,TOTAL,,"6,838","$7,561,352.05 ","$5,948,561.09 "
43645,80'S,,50,"$12,998.92 ","$10,238.91 "
,OTHER,,268,"$417,001.00 ","$331,152.29 "
,TOTAL,,318,"$429,999.92 ","$341,391.20 "
43651,80'S,,8,$531.76 ,$409.48 
,OTHER,,19,"$8,076.45 ","$6,097.36 "
,TOTAL,,27,"$8,608.21 ","$6,506.84 "
43652,80'S,,7,$672.43 ,$493.74 
,OTHER,,17,"$9,111.87 ","$7,289.48 "
,TOTAL,,24,"$9,784.30 ","$7,783.22 "
43653,80'S,,94,"$5,591.12 ","$4,371.77 "
,OTHER,,885,"$319,574.00 ","$253,678.42 "
,TOTAL,,979,"$325,165.12 ","$258,050.19 "
43659,80'S,,454,"$76,605.25 ","$61,057.01 "
,OTHER,,"1,643","$1,522,029.26 ","$1,206,483.15 "
,TOTAL,,"2,097","$1,598,634.51 ","$1,267,540.16 "
43750,SG,,177,"$72,759.07 ","$57,438.06 "
,80'S,,1,$47.49 ,$37.99 
,OTHER,,"33,648","$8,708,847.60 ","$6,926,851.32 "
,TOTAL,,"33,826","$8,781,654.16 ","$6,984,327.37 "
43752,OTHER,,"10,726","$437,298.76 ","$346,907.50 "
,TOTAL,,"10,726","$437,298.76 ","$346,907.50 "
43760,SG,,"1,942","$615,225.89 ","$483,350.62 "
,OTHER,,"71,627","$4,772,276.94 ","$3,707,971.22 "
,TOTAL,,"73,569","$5,387,502.83 ","$4,191,321.84 "
43761,OTHER,,"8,745","$880,837.70 ","$697,488.89 "
,TOTAL,,"8,745","$880,837.70 ","$697,488.89 "
43800,80'S,,168,"$14,657.20 ","$11,679.34 "
,OTHER,,812,"$426,958.52 ","$339,134.33 "
,TOTAL,,980,"$441,615.72 ","$350,813.67 "
43810,80'S,,24,"$2,680.72 ","$2,139.29 "
,OTHER,,102,"$67,756.30 ","$54,117.08 "
,TOTAL,,126,"$70,437.02 ","$56,256.37 "
43820,80'S,,647,"$77,389.76 ","$61,581.05 "
,OTHER,,"2,833","$2,017,309.13 ","$1,606,949.92 "
,TOTAL,,"3,480","$2,094,698.89 ","$1,668,530.97 "
43825,80'S,,42,"$7,437.03 ","$5,949.63 "
,OTHER,,167,"$166,579.77 ","$133,236.68 "
,TOTAL,,209,"$174,016.80 ","$139,186.31 "
43830,80'S,,"1,201","$78,782.05 ","$62,939.28 "
,OTHER,,"10,544","$4,825,116.59 ","$3,845,348.59 "
,TOTAL,,"11,745","$4,903,898.64 ","$3,908,287.87 "
43831,80'S,,3,$159.41 ,$127.53 
,OTHER,,31,"$15,063.05 ","$11,962.37 "
,TOTAL,,34,"$15,222.46 ","$12,089.90 "
43832,80'S,,166,"$21,696.93 ","$17,339.37 "
,OTHER,,"1,668","$1,390,844.04 ","$1,111,880.19 "
,TOTAL,,"1,834","$1,412,540.97 ","$1,129,219.56 "
43840,80'S,,790,"$108,580.91 ","$86,188.26 "
,OTHER,,"5,217","$4,285,005.50 ","$3,405,848.23 "
,TOTAL,,"6,007","$4,393,586.41 ","$3,492,036.49 "
43842,80'S,,46,"$7,662.40 ","$5,908.26 "
,OTHER,,116,"$110,169.55 ","$86,672.15 "
,TOTAL,,162,"$117,831.95 ","$92,580.41 "
43843,80'S,,138,"$24,735.09 ","$19,653.58 "
,OTHER,,424,"$467,513.02 ","$371,120.48 "
,TOTAL,,562,"$492,248.11 ","$390,774.06 "
43845,80'S,,16,"$3,619.05 ","$2,895.25 "
,OTHER,,42,"$60,345.29 ","$48,231.46 "
,TOTAL,,58,"$63,964.34 ","$51,126.71 "
43846,80'S,,"1,060","$242,425.98 ","$191,549.11 "
,OTHER,,"2,715","$3,542,089.90 ","$2,792,317.59 "
,TOTAL,,"3,775","$3,784,515.88 ","$2,983,866.70 "
43847,80'S,,156,"$39,002.08 ","$30,819.34 "
,OTHER,,500,"$762,436.73 ","$604,549.41 "
,TOTAL,,656,"$801,438.81 ","$635,368.75 "
43848,80'S,,106,"$29,009.56 ","$22,537.90 "
,OTHER,,351,"$569,491.13 ","$450,664.68 "
,TOTAL,,457,"$598,500.69 ","$473,202.58 "
43850,80'S,,7,"$1,382.00 ","$1,080.16 "
,OTHER,,39,"$43,534.41 ","$34,532.52 "
,TOTAL,,46,"$44,916.41 ","$35,612.68 "
43855,80'S,,2,$474.01 ,$379.21 
,OTHER,,2,"$2,962.57 ","$2,370.06 "
,TOTAL,,4,"$3,436.58 ","$2,749.27 "
43860,80'S,,173,"$37,867.23 ","$29,719.19 "
,OTHER,,654,"$848,567.67 ","$667,184.80 "
,TOTAL,,827,"$886,434.90 ","$696,903.99 "
43865,80'S,,4,"$1,001.28 ",$801.03 
,OTHER,,25,"$36,193.84 ","$28,955.06 "
,TOTAL,,29,"$37,195.12 ","$29,756.09 "
43870,SG,,34,"$10,564.47 ","$8,362.84 "
,80'S,,59,"$3,985.58 ","$3,184.48 "
,OTHER,,841,"$394,234.19 ","$313,269.40 "
,TOTAL,,934,"$408,784.24 ","$324,816.72 "
43880,80'S,,26,"$6,076.17 ","$4,860.97 "
,OTHER,,236,"$320,083.44 ","$255,411.52 "
,TOTAL,,262,"$326,159.61 ","$260,272.49 "
43999,80'S,,23,"$7,799.20 ","$6,239.36 "
,OTHER,,"1,455","$275,878.79 ","$219,676.84 "
,TOTAL,,"1,478","$283,677.99 ","$225,916.20 "
44005,80'S,,"2,943","$434,492.63 ","$343,805.83 "
,OTHER,,"18,066","$15,907,838.49 ","$12,621,110.57 "
