CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2526 ,,,,,,,,
RADIOLOGY,72120,GLOBL,24105,958753.62,709145.06,,,
RADIOLOGY,72120,TOTAL,44014,1226937.1599999999,906169.49,,,
RADIOLOGY,72125,26,998488,52082551.619999997,38788199.189999998,,,
RADIOLOGY,72125,TC,6485,732649.89,552643.94999999995,,,
RADIOLOGY,72125,GLOBL,26129,4556341.67,3431930.07,,,
RADIOLOGY,72125,TOTAL,1031102,57371543.18,42772773.209999993,,,
RADIOLOGY,72126,26,18453,1073870.4099999999,815866.95,,,
RADIOLOGY,72126,TC,613,87651.47,67062.820000000007,,,
RADIOLOGY,72126,GLOBL,2436,509551.14,388109.3,,,
RADIOLOGY,72126,TOTAL,21502,1671073.02,1271039.07,,,
RADIOLOGY,72127,26,1840,107674.37,81390.22,,,
RADIOLOGY,72127,TC,90,16617.84,12383.76,,,
RADIOLOGY,72127,GLOBL,520,129705.2,98070.55,,,
RADIOLOGY,72127,TOTAL,2450,253997.41,191844.53,,,
RADIOLOGY,72128,26,137455,5858981.2800000003,4440718.87,,,
RADIOLOGY,72128,TC,2572,268731.67,202635.84,,,
RADIOLOGY,72128,GLOBL,9134,1438809.48,1096080.77,,,
RADIOLOGY,72128,TOTAL,149161,7566522.4299999997,5739435.4800000004,,,
RADIOLOGY,72129,26,16855,812392.56,623430.51,,,
RADIOLOGY,72129,TC,317,48782.03,37709.040000000001,,,
RADIOLOGY,72129,GLOBL,1119,240535.49,184515.66,,,
RADIOLOGY,72129,TOTAL,18291,1101710.08,845655.21000000008,,,
RADIOLOGY,72130,26,1152,63338.45,48251.05,,,
RADIOLOGY,72130,TC,58,10942.04,8180.38,,,
RADIOLOGY,72130,GLOBL,301,78163.23,59793.4,,,
RADIOLOGY,72130,TOTAL,1511,152443.72,116224.83,,,
RADIOLOGY,72131,26,371742,16796805.530000001,12621928.189999999,,,
RADIOLOGY,72131,TC,13603,1435563,1082407.79,,,
RADIOLOGY,72131,GLOBL,53394,8683643.1999999993,6559588.1900000004,,,
RADIOLOGY,72131,TOTAL,438739,26916011.73,20263924.170000002,,,
RADIOLOGY,72132,26,51763,2975323.51,2264024.42,,,
RADIOLOGY,72132,TC,1650,228896.24,175128.29,,,
RADIOLOGY,72132,GLOBL,7059,1459898.08,1111574.8600000001,,,
RADIOLOGY,72132,TOTAL,60472,4664117.83,3550727.57,,,
RADIOLOGY,72133,26,3566,220056.26,167039.18,,,
RADIOLOGY,72133,TC,208,39025.22,29903.74,,,
RADIOLOGY,72133,GLOBL,1262,324387.69,247757.1,,,
RADIOLOGY,72133,TOTAL,5036,583469.17000000004,444700.02,,,
RADIOLOGY,72141,26,363875,25628635.25,19304495.059999999,,,
RADIOLOGY,72141,TC,62067,8440178.4100000001,6361879.8300000001,,,
RADIOLOGY,72141,GLOBL,189382,40644077.880000003,30696868.949999999,,,
RADIOLOGY,72141,TOTAL,615324,74712891.540000007,56363243.840000004,,,
RADIOLOGY,72142,26,3364,273924.56,208758.91,,,
RADIOLOGY,72142,TC,354,57581.14,43904.77,,,
RADIOLOGY,72142,GLOBL,862,244129.3,186720.24,,,
RADIOLOGY,72142,TOTAL,4580,575635,439383.92,,,
RADIOLOGY,72146,26,138523,8893874.2799999993,6769538.9800000004,,,
RADIOLOGY,72146,TC,17968,2401747.84,1826743.68,,,
RADIOLOGY,72146,GLOBL,55470,11531741.619999999,8795606.8800000008,,,
RADIOLOGY,72146,TOTAL,211961,22827363.739999998,17391889.539999999,,,
RADIOLOGY,72147,26,2939,239205.54,183588.02,,,
RADIOLOGY,72147,TC,168,30255.24,23367.39,,,
RADIOLOGY,72147,GLOBL,643,180272.64000000001,138680.51999999999,,,
RADIOLOGY,72147,TOTAL,3750,449733.42,345635.92999999988,,,
RADIOLOGY,72148,26,820458,61390496.710000001,46225635.210000001,,,
RADIOLOGY,72148,TC,162098,21947743.190000001,16508076.49,,,
RADIOLOGY,72148,GLOBL,449739,98051484.819999993,74050831.980000004,,,
RADIOLOGY,72148,TOTAL,1432295,181389724.72,136784543.68000001,,,
RADIOLOGY,72149,26,5526,473703.66,360824.52,,,
RADIOLOGY,72149,TC,458,97833.34,75412.479999999996,,,
RADIOLOGY,72149,GLOBL,1634,503133.37,386734.17,,,
RADIOLOGY,72149,TOTAL,7618,1074670.3700000001,822971.16999999993,,,
RADIOLOGY,72156,26,85837,8901408.1799999997,6751492.6299999999,,,
RADIOLOGY,72156,TC,7586,1773097.76,1357413.79,,,
RADIOLOGY,72156,GLOBL,26077,9178085.0299999993,6996193.6299999999,,,
RADIOLOGY,72156,TOTAL,119500,19852590.969999999,15105100.050000001,,,
RADIOLOGY,72157,26,70170,8185968.7400000002,6260196.6200000001,,,
RADIOLOGY,72157,TC,4787,1233138.43,952049.83,,,
RADIOLOGY,72157,GLOBL,15459,5987119.9800000004,4599631.71,,,
RADIOLOGY,72157,TOTAL,90416,15406227.15,11811878.16,,,
RADIOLOGY,72158,26,194670,21863330.420000002,16586943.76,,,
RADIOLOGY,72158,TC,22127,5327025.8099999996,4075286.2,,,
RADIOLOGY,72158,GLOBL,64709.1,23723010.43,18124585.559999999,,,
RADIOLOGY,72158,TOTAL,281506.09999999998,50913366.659999996,38786815.520000003,,,
RADIOLOGY,72159,26,58,5072.95,3921.11,,,
RADIOLOGY,72159,TC,N/A,1917.9,1503.64,,,
RADIOLOGY,72159,GLOBL,16,6681.93,5238.63,,,
RADIOLOGY,72159,TOTAL,80,13672.78,10663.38,,,
RADIOLOGY,72170,26,1165777,10856989.73,8016319.1799999997,,,
RADIOLOGY,72170,TC,63867,1144749.07,832355.87,,,
RADIOLOGY,72170,GLOBL,700275,19018850.530000001,13995273.23,,,
RADIOLOGY,72170,TOTAL,1929919,31020589.329999998,22843948.280000001,,,
RADIOLOGY,72190,26,41474,472517.36,350216.32,,,
RADIOLOGY,72190,TC,4212,109128.33,79396.850000000006,,,
RADIOLOGY,72190,GLOBL,26953,1012482.86,742672.78,,,
RADIOLOGY,72190,TOTAL,72639,1594128.55,1172285.95,,,
RADIOLOGY,72191,26,2451,221279.38,169659.88,,,
RADIOLOGY,72191,TC,141,28413.71,22052.26,,,
RADIOLOGY,72191,GLOBL,458,142165.6,110313.05,,,
RADIOLOGY,72191,TOTAL,3050,391858.69,302025.19,,,
RADIOLOGY,72192,26,144357,7927424.7999999998,5969938.9199999999,,,
RADIOLOGY,72192,TC,3219,248968.6,188477.4,,,
RADIOLOGY,72192,GLOBL,10405,1442892.58,1088724.69,,,
RADIOLOGY,72192,TOTAL,157981,9619285.9799999986,7247141.0099999998,,,
RADIOLOGY,72193,26,29513,1683080.78,1262990.3600000001,,,
RADIOLOGY,72193,TC,1291,203279.35,153343.46,,,
RADIOLOGY,72193,GLOBL,3883,875877.34,665979.6,,,
RADIOLOGY,72193,TOTAL,34687,2762237.47,2082313.42,,,
RADIOLOGY,72194,26,4148,250129.23,189121.58,,,
RADIOLOGY,72194,TC,426,80277.31,61298.46,,,
RADIOLOGY,72194,GLOBL,1487,380609.68,287878.27,,,
RADIOLOGY,72194,TOTAL,6061,711016.22,538298.30999999994,,,
RADIOLOGY,72195,26,50878,3538818.14,2692016.76,,,
RADIOLOGY,72195,TC,7585,2126066.64,1640686.61,,,
RADIOLOGY,72195,GLOBL,23937,8813831.9499999993,6785678.0099999998,,,
RADIOLOGY,72195,TOTAL,82400,14478716.73,11118381.380000001,,,
RADIOLOGY,72196,26,2254,193617.88,146896.98000000001,,,
RADIOLOGY,72196,TC,135,37802.42,29429.45,,,
RADIOLOGY,72196,GLOBL,767,302171.65999999997,230685.6,,,
RADIOLOGY,72196,TOTAL,3156,533591.96,407012.03,,,
RADIOLOGY,72197,26,75912,8732787.2799999993,6598053.2699999996,,,
RADIOLOGY,72197,TC,7275,2621080.98,2018765.74,,,
RADIOLOGY,72197,GLOBL,34530,16976966.370000001,13080996.810000001,,,
RADIOLOGY,72197,TOTAL,117717,28330834.629999999,21697815.82,,,
RADIOLOGY,72198,26,2379,189321.76,144894.32,,,
RADIOLOGY,72198,TC,165,33747.480000000003,26231.8,,,
RADIOLOGY,72198,GLOBL,954,277767.74,215804.79,,,
RADIOLOGY,72198,TOTAL,3498,500836.98,386930.91,,,
RADIOLOGY,72200,26,9383,83643.67,61293.87,,,
RADIOLOGY,72200,TC,1616,30805.65,22749.759999999998,,,
RADIOLOGY,72200,GLOBL,5966,167143.99,124814.02,,,
RADIOLOGY,72200,TOTAL,16965,281593.31,208857.65,,,
RADIOLOGY,72202,26,19441,187121.94,135910.95000000001,,,
RADIOLOGY,72202,TC,3046,68827.33,49395.76,,,
RADIOLOGY,72202,GLOBL,10928,366943.99,268342.33,,,
RADIOLOGY,72202,TOTAL,33415,622893.26,453649.04,,,
RADIOLOGY,72220,26,88629,791541.7,578209.49,,,
RADIOLOGY,72220,TC,11510,215061,157237.74,,,
RADIOLOGY,72220,GLOBL,32596,911617.94,663147.98,,,
RADIOLOGY,72220,TOTAL,132735,1918220.64,1398595.21,,,
RADIOLOGY,72240,26,969,41593.46,31986.92,,,
RADIOLOGY,72240,TC,49,2491.7800000000002,1835.18,,,
RADIOLOGY,72240,GLOBL,455,48697.98,37615.93,,,
RADIOLOGY,72240,TOTAL,1473,92783.22,71438.03,,,
RADIOLOGY,72255,26,105,4731.95,3635.58,,,
RADIOLOGY,72255,TC,N/A,281.13,220.39,,,
RADIOLOGY,72255,GLOBL,137,14304.91,11094.14,,,
RADIOLOGY,72255,TOTAL,248,19317.990000000002,14950.11,,,
RADIOLOGY,72265,26,5016,204780.88,157359.79999999999,,,
RADIOLOGY,72265,TC,273,13016.02,9951.51,,,
RADIOLOGY,72265,GLOBL,1430,144358.24,112158.88,,,
RADIOLOGY,72265,TOTAL,6719,362155.14,279470.19,,,
RADIOLOGY,72270,26,728,41952.65,32485.27,,,
RADIOLOGY,72270,TC,75,4425.04,3392.33,,,
RADIOLOGY,72270,GLOBL,520,63057.89,48700.22,,,
RADIOLOGY,72270,TOTAL,1323,109435.58,84577.82,,,
RADIOLOGY,72275,26,36825,1501242.06,1156412.33,,,
RADIOLOGY,72275,TC,278,22259.16,17437.86,,,
RADIOLOGY,72275,GLOBL,41674,4859309.93,3759272.5,,,
RADIOLOGY,72275,TOTAL,78777,6382811.1499999994,4933122.6900000004,,,
RADIOLOGY,72285,26,609,36936.080000000002,28257.5,,,
RADIOLOGY,72285,TC,50,2365.06,1854.15,,,
RADIOLOGY,72285,GLOBL,239,26502.639999999999,19671.43,,,
RADIOLOGY,72285,TOTAL,898,65803.78,49783.08,,,
RADIOLOGY,72291,26,N/A,0,0,,,
RADIOLOGY,72291,GLOBL,N/A,0,0,,,
RADIOLOGY,72291,TOTAL,N/A,0,0,,,
RADIOLOGY,72295,26,4969,211183.51,162696.1,,,
RADIOLOGY,72295,TC,167,8733.31,6813.15,,,
RADIOLOGY,72295,GLOBL,3977,373975.53,284030.09999999998,,,
RADIOLOGY,72295,TOTAL,9113,593892.35000000009,453539.35,,,
RADIOLOGY,73000,26,50486,449208.66,326067.7,,,
RADIOLOGY,73000,TC,6649,123393.67,88491.39,,,
RADIOLOGY,73000,GLOBL,44039,1211798.6200000001,887773.3,,,
RADIOLOGY,73000,TOTAL,101174,1784400.95,1302332.3899999999,,,
RADIOLOGY,73010,26,18550,178248.26,129811.27,,,
RADIOLOGY,73010,TC,2606,51724.45,37739.18,,,
RADIOLOGY,73010,GLOBL,32418,958460.1,712044.68,,,
RADIOLOGY,73010,TOTAL,53574,1188432.81,879595.13000000012,,,
RADIOLOGY,73020,26,85186,698282.89,519621.82,,,
RADIOLOGY,73020,TC,3458,48964.76,34821.53,,,
RADIOLOGY,73020,GLOBL,53857,1218753.2,902820.34,,,
RADIOLOGY,73020,TOTAL,142501,1966000.85,1457263.69,,,
RADIOLOGY,73030,26,1257624.2,12556852.619999999,9042819.8900000006,,,
RADIOLOGY,73030,TC,160436,2978547.31,2108192.79,,,
RADIOLOGY,73030,GLOBL,1194954.6000000001,34264634.759999998,24969454.920000002,,,
RADIOLOGY,73030,TOTAL,2613014.7999999998,49800034.689999998,36120467.600000001,,,
RADIOLOGY,73040,26,7905,220071.84,166277.19,,,
RADIOLOGY,73040,TC,642,44343.65,33378.46,,,
RADIOLOGY,73040,GLOBL,6443,653969.77,504305.94,,,
RADIOLOGY,73040,TOTAL,14990,918385.26,703961.59000000008,,,
RADIOLOGY,73050,26,2651,29574.560000000001,20965.150000000001,,,
RADIOLOGY,73050,TC,517,12660.14,8984.66,,,
RADIOLOGY,73050,GLOBL,8012,276591.3,205364.76,,,
RADIOLOGY,73050,TOTAL,11180,318826,235314.57,,,
RADIOLOGY,73060,26,251620.1,2339914.12,1720175.47,,,
RADIOLOGY,73060,TC,21397,366122.95,267878.18,,,
RADIOLOGY,73060,GLOBL,97244,2565531.88,1884533.07,,,
RADIOLOGY,73060,TOTAL,370261.1,5271568.95,3872586.72,,,
RADIOLOGY,73070,26,127334,1084383.44,800165.6,,,
RADIOLOGY,73070,TC,15670,289652.46999999997,211978.54,,,
RADIOLOGY,73070,GLOBL,105992,2835367.76,2082800.28,,,
RADIOLOGY,73070,TOTAL,248996,4209403.67,3094944.42,,,
RADIOLOGY,73080,26,242349,2257071.92,1634415.65,,,
RADIOLOGY,73080,TC,18099,393097.16,279124.73,,,
RADIOLOGY,73080,GLOBL,111520,3514551.74,2556568.9900000002,,,
RADIOLOGY,73080,TOTAL,371968,6164720.8200000003,4470109.37,,,
RADIOLOGY,73085,26,64,1857.32,1455.85,,,
RADIOLOGY,73085,TC,N/A,402.58,315.63,,,
RADIOLOGY,73085,GLOBL,124,12800.18,9999.4500000000007,,,
RADIOLOGY,73085,TOTAL,194,15060.08,11770.93,,,
RADIOLOGY,73090,26,180095,1546502.24,1131987.69,,,
RADIOLOGY,73090,TC,15313,257231.6,189765.82,,,
RADIOLOGY,73090,GLOBL,50851.5,1289734.49,949831,,,
RADIOLOGY,73090,TOTAL,246259.5,3093468.33,2271584.5099999998,,,
RADIOLOGY,73092,26,14,118.75,93.1,,,
RADIOLOGY,73092,TC,N/A,33.85,26.54,,,
RADIOLOGY,73092,GLOBL,N/A,219.09,152.15,,,
RADIOLOGY,73092,TOTAL,25,371.69,271.79000000000002,,,
RADIOLOGY,73100,26,124594,1106509.53,819549.51,,,
RADIOLOGY,73100,TC,17390,349877.87,257483.13,,,
RADIOLOGY,73100,GLOBL,197841,5667696.0199999996,4199373.5599999996,,,
RADIOLOGY,73100,TOTAL,339825,7124083.4199999999,5276406.1999999993,,,
RADIOLOGY,73110,26,543573,5045722.4800000004,3637578.03,,,
RADIOLOGY,73110,TC,61434,1567319.21,1122773.52,,,
RADIOLOGY,73110,GLOBL,428471,15146787.84,11124358.07,,,
RADIOLOGY,73110,TOTAL,1033478,21759829.530000001,15884709.619999999,,,
RADIOLOGY,73115,26,444,12863.39,9841.73,,,
RADIOLOGY,73115,TC,40,3049.9,2329.0700000000002,,,
RADIOLOGY,73115,GLOBL,599,65505.05,50212.62,,,
RADIOLOGY,73115,TOTAL,1083,81418.34,62383.42,,,
RADIOLOGY,73120,26,113770,983462.63,719386.04,,,
RADIOLOGY,73120,TC,25801,453204.75,329724.28999999998,,,
RADIOLOGY,73120,GLOBL,154873,4030005.73,2965295.12,,,
RADIOLOGY,73120,TOTAL,294444,5466673.1100000003,4014405.45,,,
RADIOLOGY,73130,26,614012.1,5521543.1600000001,3947808.28,,,
RADIOLOGY,73130,TC,73994,1561874.76,1112782.03,,,
RADIOLOGY,73130,GLOBL,441566,13582184.98,9905513.1899999995,,,
RADIOLOGY,73130,TOTAL,1129572.1000000001,20665602.899999999,14966103.5,,,
RADIOLOGY,73140,26,154482,1100256.67,772296.53,,,
RADIOLOGY,73140,TC,22778,532059.46,371334.14,,,
RADIOLOGY,73140,GLOBL,200591.5,6158331.7199999997,4463699.05,,,
RADIOLOGY,73140,TOTAL,377851.5,7790647.8499999996,5607329.7199999997,,,
RADIOLOGY,73200,26,74528,3665090.03,2750998.57,,,
RADIOLOGY,73200,TC,3588,398369.74,300241.90999999997,,,
RADIOLOGY,73200,GLOBL,17198,2913821.71,2198119.12,,,
RADIOLOGY,73200,TOTAL,95314,6977281.4800000004,5249359.5999999996,,,
RADIOLOGY,73201,26,12254,701217.94,530598.1,,,
RADIOLOGY,73201,TC,603,88951.97,67741.759999999995,,,
RADIOLOGY,73201,GLOBL,2955,645802.48,492664.88,,,
RADIOLOGY,73201,TOTAL,15812,1435972.39,1091004.74,,,
RADIOLOGY,73202,26,1298,78129.009999999995,59469.440000000002,,,
RADIOLOGY,73202,TC,61,12196.75,9477.0300000000007,,,
RADIOLOGY,73202,GLOBL,552,150739.95000000001,115270.85,,,
RADIOLOGY,73202,TOTAL,1911,241065.71,184217.32,,,
RADIOLOGY,73206,26,3706,322414.37,245547.83,,,
RADIOLOGY,73206,TC,59,12720.16,9942.15,,,
RADIOLOGY,73206,GLOBL,323,100890.49,77581.850000000006,,,
RADIOLOGY,73206,TOTAL,4088,436025.02,333071.83,,,
RADIOLOGY,73218,26,18503,1175213.73,891930.04,,,
RADIOLOGY,73218,TC,5508,1459943.9,1117122.23,,,
RADIOLOGY,73218,GLOBL,11649,4221537.3,3230809.96,,,
RADIOLOGY,73218,TOTAL,35660,6856694.9299999997,5239862.2300000004,,,
RADIOLOGY,73219,26,247,20059.060000000001,14871.76,,,
RADIOLOGY,73219,TC,22,6630.27,4954.91,,,
RADIOLOGY,73219,GLOBL,87,34556.92,26628.65,,,
RADIOLOGY,73219,TOTAL,356,61246.25,46455.32,,,
RADIOLOGY,73220,26,9163,992493.04,747820.59,,,
RADIOLOGY,73220,TC,1126,417912.19,321927.81,,,
RADIOLOGY,73220,GLOBL,3812,1938253.81,1491962.86,,,
RADIOLOGY,73220,TOTAL,14101,3348659.04,2561711.2599999998,,,
RADIOLOGY,73221,26,260271,17662224.420000002,13240907.5,,,
RADIOLOGY,73221,TC,74478,11882078,8910824.3200000003,,,
RADIOLOGY,73221,GLOBL,173424,41265456.130000003,31064301.260000002,,,
RADIOLOGY,73221,TOTAL,508173,70809758.550000012,53216033.079999998,,,
RADIOLOGY,73222,26,14753,1206225.3700000001,903750.11,,,
RADIOLOGY,73222,TC,3057,889406.47,681100.15,,,
RADIOLOGY,73222,GLOBL,7003,2685455.22,2045722.93,,,
RADIOLOGY,73222,TOTAL,24813,4781087.0600000015,3630573.19,,,
RADIOLOGY,73223,26,10385,1114359.9099999999,840423.11,,,
RADIOLOGY,73223,TC,1280,427383.34,326979.56,,,
RADIOLOGY,73223,GLOBL,4729,2182897.35,1680622.48,,,
RADIOLOGY,73223,TOTAL,16394,3724640.6,2848025.15,,,
RADIOLOGY,73225,26,50,3926.92,2981.2,,,
RADIOLOGY,73225,TC,N/A,296.97000000000003,232.83,,,
RADIOLOGY,73225,GLOBL,N/A,1002.26,785.76,,,
RADIOLOGY,73225,TOTAL,54,5226.1499999999996,3999.79,,,
RADIOLOGY,73500,26,276272,2563764.41,1908335.33,,,
RADIOLOGY,73500,TC,16832,282255.53999999998,202929.79,,,
RADIOLOGY,73500,GLOBL,253238,6573535.1600000001,4830486.62,,,
RADIOLOGY,73500,TOTAL,546342,9419555.1099999994,6941751.7400000002,,,
RADIOLOGY,73510,26,1570080.1,17883227.899999999,13094863,,,
RADIOLOGY,73510,TC,158489,3974875.46,2847581.19,,,
RADIOLOGY,73510,GLOBL,914719,33487046.359999999,24281316.27,,,
RADIOLOGY,73510,TOTAL,2643288.1,55345149.719999999,40223760.459999993,,,
RADIOLOGY,73520,26,217381,3080300.59,2239530.67,,,
RADIOLOGY,73520,TC,28900.1,722557.49,517410.09,,,
RADIOLOGY,73520,GLOBL,159235,6284010.3200000003,4523881.2300000004,,,
RADIOLOGY,73520,TOTAL,405516.1,10086868.4,7280821.9900000002,,,
RADIOLOGY,73525,26,5596,164606.19,124817.08,,,
RADIOLOGY,73525,TC,445,32267.94,24799.81,,,
RADIOLOGY,73525,GLOBL,8144,845634.57,652019.94999999995,,,
RADIOLOGY,73525,TOTAL,14185,1042508.7,801636.84,,,
RADIOLOGY,73530,26,72650,1095453.48,833917.69,,,
RADIOLOGY,73530,TC,30,562.66,414.87,,,
RADIOLOGY,73530,GLOBL,215,6473.04,4554.24,,,
RADIOLOGY,73530,TOTAL,72895,1102489.18,838886.79999999993,,,
RADIOLOGY,73540,26,108,1127.58,842.76,,,
RADIOLOGY,73540,TC,N/A,288.24,176.68,,,
RADIOLOGY,73540,GLOBL,78,3040.85,2295.35,,,
RADIOLOGY,73540,TOTAL,196,4456.67,3314.79,,,
RADIOLOGY,73550,26,430706.1,4015116.92,2990857.91,,,
RADIOLOGY,73550,TC,26654,472399.04,350701.59,,,
RADIOLOGY,73550,GLOBL,139456,3752435.61,2767322.02,,,
RADIOLOGY,73550,TOTAL,596816.1,8239951.5700000003,6108881.5199999996,,,
RADIOLOGY,73560,26,933847,9004465.9100000001,6610880.9800000004,,,
RADIOLOGY,73560,TC,115945.2,2252269.2799999998,1614065.63,,,
RADIOLOGY,73560,GLOBL,1001675,29012036.629999999,21189195.629999999,,,
RADIOLOGY,73560,TOTAL,2051467.2,40268771.82,29414142.239999998,,,
RADIOLOGY,73562,26,903186,9083029.0600000005,6506472.4800000004,,,
RADIOLOGY,73562,TC,124599,3024860.47,2132848.96,,,
RADIOLOGY,73562,GLOBL,1216908,41793652.350000001,30304628.550000001,,,
RADIOLOGY,73562,TOTAL,2244693,53901541.880000003,38943949.990000002,,,
RADIOLOGY,73564,26,608320,7482886.3399999999,5331684.6500000004,,,
RADIOLOGY,73564,TC,66535,1876109.47,1316157.49,,,
RADIOLOGY,73564,GLOBL,678306,27398766.960000001,19969796.949999999,,,
RADIOLOGY,73564,TOTAL,1353161,36757762.770000003,26617639.09,,,
RADIOLOGY,73565,26,52001,488106.51,349795.31,,,
RADIOLOGY,73565,TC,15344,348018.02,245809.77,,,
RADIOLOGY,73565,GLOBL,246176,7914665.7599999998,5810873.6100000003,,,
RADIOLOGY,73565,TOTAL,313521,8750790.2899999991,6406478.6900000004,,,
RADIOLOGY,73580,26,1831,51111.03,39466.21,,,
RADIOLOGY,73580,TC,379,35742.239999999998,27505.439999999999,,,
RADIOLOGY,73580,GLOBL,35353,4078073.98,3170167.82,,,
RADIOLOGY,73580,TOTAL,37563,4164927.25,3237139.47,,,
RADIOLOGY,73590,26,370724,3326905.17,2441233.59,,,
RADIOLOGY,73590,TC,28198,484047.99,353697.98,,,
RADIOLOGY,73590,GLOBL,118337,3094301.06,2272784.7999999998,,,
RADIOLOGY,73590,TOTAL,517259,6905254.2199999997,5067716.3699999992,,,
RADIOLOGY,73592,26,17,138.38999999999999,70.86,,,
RADIOLOGY,73592,TC,N/A,16.86,0,,,
RADIOLOGY,73592,GLOBL,N/A,216.99,151.06,,,
RADIOLOGY,73592,TOTAL,26,372.24,221.92,,,
RADIOLOGY,73600,26,121776,1050487.82,779838.28,,,
RADIOLOGY,73600,TC,14947,280598.93,206628.22,,,
RADIOLOGY,73600,GLOBL,138614,3717618.13,2746102.13,,,
RADIOLOGY,73600,TOTAL,275337,5048704.88,3732568.63,,,
RADIOLOGY,73610,26,688983,6383006.29,4618242.1100000003,,,
RADIOLOGY,73610,TC,74234,1598839.12,1142372.26,,,
RADIOLOGY,73610,GLOBL,541128,16843119.109999999,12270688.529999999,,,
RADIOLOGY,73610,TOTAL,1304345,24824964.52,18031302.899999999,,,
RADIOLOGY,73615,26,139,4214.09,3197.8,,,
RADIOLOGY,73615,TC,12,794.97,573.23,,,
RADIOLOGY,73615,GLOBL,1076,108182.76,82677.5,,,
RADIOLOGY,73615,TOTAL,1227,113191.82,86448.53,,,
RADIOLOGY,73620,26,166677,1324257.32,981577.49,,,
RADIOLOGY,73620,TC,27451,489232.09,358078.08,,,
RADIOLOGY,73620,GLOBL,527463,13639815.84,10001675.84,,,
RADIOLOGY,73620,TOTAL,721591,15453305.25,11341331.41,,,
RADIOLOGY,73630,26,1028878,8865687.0500000007,6414126.2699999996,,,
RADIOLOGY,73630,TC,126914,2518854.86,1788564.73,,,
RADIOLOGY,73630,GLOBL,1459013,42141889.18,30727480.289999999,,,
RADIOLOGY,73630,TOTAL,2614805,53526431.090000004,38930171.289999999,,,
RADIOLOGY,73650,26,41321,339888.58,244264.93,,,
RADIOLOGY,73650,TC,7013,127540.51,89255.44,,,
RADIOLOGY,73650,GLOBL,58805,1552466.59,1116810.58,,,
RADIOLOGY,73650,TOTAL,107139,2019895.68,1450330.95,,,
RADIOLOGY,73660,26,71716,486326.05,350365.33,,,
RADIOLOGY,73660,TC,10936,224170.29,158355.38,,,
RADIOLOGY,73660,GLOBL,45918,1271734.2,918700.09,,,
RADIOLOGY,73660,TOTAL,128570,1982230.54,1427420.8,,,
RADIOLOGY,73700,26,210953,10245899.07,7699950.46,,,
RADIOLOGY,73700,TC,6982,773213.38,580127.52,,,
RADIOLOGY,73700,GLOBL,30948,5199614.3899999997,3925384.01,,,
RADIOLOGY,73700,TOTAL,248883,16218726.84,12205461.99,,,
RADIOLOGY,73701,26,32860,1758133.61,1341268.72,,,
RADIOLOGY,73701,TC,469,65388.06,50088.79,,,
RADIOLOGY,73701,GLOBL,2039,437235.46,334887.19,,,
RADIOLOGY,73701,TOTAL,35368,2260757.13,1726244.7,,,
RADIOLOGY,73702,26,3237,188524.13,143350.57999999999,,,
RADIOLOGY,73702,TC,128,24644.35,18937.13,,,
RADIOLOGY,73702,GLOBL,1232,331604.71000000002,254484.22,,,
RADIOLOGY,73702,TOTAL,4597,544773.19000000006,416771.93,,,
RADIOLOGY,73706,26,12110,1102611.32,844715.77,,,
RADIOLOGY,73706,TC,180,41666.22,32310.2,,,
RADIOLOGY,73706,GLOBL,1498,536214.93000000005,415549.2,,,
RADIOLOGY,73706,TOTAL,13788,1680492.47,1292575.17,,,
RADIOLOGY,73718,26,80955,5334207.33,4053654.95,,,
RADIOLOGY,73718,TC,11997,3378214.77,2596215.52,,,
RADIOLOGY,73718,GLOBL,42526.1,15439302.279999999,11816428.689999999,,,
RADIOLOGY,73718,TOTAL,135478.1,24151724.379999999,18466299.16,,,
RADIOLOGY,73719,26,1390,110653.25,84744.48,,,
RADIOLOGY,73719,TC,50,16546.68,12765.21,,,
RADIOLOGY,73719,GLOBL,269,113240.14,87341.2,,,
RADIOLOGY,73719,TOTAL,1709,240440.07,184850.89,,,
RADIOLOGY,73720,26,45302,4896342.1100000003,3721415.2,,,
RADIOLOGY,73720,TC,2495,953557.4,737346.83,,,
RADIOLOGY,73720,GLOBL,9945,5113003.71,3929734.75,,,
RADIOLOGY,73720,TOTAL,57742,10962903.220000001,8388496.7800000003,,,
RADIOLOGY,73721,26,372648,25070157.870000001,18842932.379999999,,,
RADIOLOGY,73721,TC,99489,15944694.67,11972528.810000001,,,
RADIOLOGY,73721,GLOBL,254097,59906906.740000002,45199561.740000002,,,
RADIOLOGY,73721,TOTAL,726234,100921759.28,76015022.930000007,,,
RADIOLOGY,73722,26,4512,371157.72,279727.57,,,
RADIOLOGY,73722,TC,913,273999.51,210358.13,,,
RADIOLOGY,73722,GLOBL,2617,1017304.53,779500.63,,,
RADIOLOGY,73722,TOTAL,8042,1662461.76,1269586.33,,,
RADIOLOGY,73723,26,20657,2185145.15,1659824.24,,,
RADIOLOGY,73723,TC,1593,536028.72,413323.69,,,
RADIOLOGY,73723,GLOBL,6402,2961405.48,2277509.75,,,
RADIOLOGY,73723,TOTAL,28652,5682579.3499999996,4350657.68,,,
RADIOLOGY,73725,26,7588,642311.69999999995,491454.41,,,
