Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
58285,80'S,,6,$825,$660
,OTHER,,18,"$15,707","$12,566"
,TOTAL,,24,"$16,532","$13,226"
58300,OTHER,,3,$0,$0
,TOTAL,,3,$0,$0
58301,OTHER,,275,"$19,170","$13,982"
,TOTAL,,275,"$19,170","$13,982"
58321,OTHER,,19,"$1,282",$835
,TOTAL,,19,"$1,282",$835
58322,OTHER,,82,"$5,955","$4,404"
,TOTAL,,82,"$5,955","$4,404"
58323,OTHER,,33,$400,$256
,TOTAL,,33,$400,$256
58340,OTHER,,"5,195","$803,798","$624,619"
,TOTAL,,"5,195","$803,798","$624,619"
58345,OTHER,,39,"$10,202","$7,630"
,TOTAL,,39,"$10,202","$7,630"
58350,OTHER,,89,"$4,182","$3,160"
,TOTAL,,89,"$4,182","$3,160"
58400,80'S,,31,"$1,282","$1,023"
,OTHER,,148,"$36,182","$28,851"
,TOTAL,,179,"$37,463","$29,873"
58410,80'S,,2,$221,$177
,OTHER,,7,"$3,145","$2,516"
,TOTAL,,9,"$3,366","$2,693"
58520,80'S,,2,$108,$86
,OTHER,,15,"$6,543","$5,234"
,TOTAL,,17,"$6,651","$5,320"
58540,80'S,,1,$129,$103
,OTHER,,2,"$1,250","$1,000"
,TOTAL,,3,"$1,379","$1,103"
58550,80'S,,"1,464","$190,173","$149,587"
,OTHER,,"3,131","$2,492,954","$1,961,881"
,TOTAL,,"4,595","$2,683,126","$2,111,468"
58551,SG,,2,$880,$704
,80'S,,15,"$1,837","$1,377"
,OTHER,,118,"$84,300","$67,023"
,TOTAL,,135,"$87,017","$69,104"
58555,SG,,151,"$33,697","$26,683"
,80'S,,10,$410,$328
,OTHER,,"2,599","$368,978","$291,963"
,TOTAL,,"2,760","$403,085","$318,973"
58558,SG,,"2,811","$1,339,989","$1,064,295"
,80'S,,10,$334,$267
,OTHER,,"31,666","$8,061,663","$6,382,102"
,TOTAL,,"34,487","$9,401,985","$7,446,664"
58559,SG,,15,"$5,129","$4,069"
,80'S,,2,$86,$69
,OTHER,,175,"$55,302","$43,479"
,TOTAL,,192,"$60,517","$47,617"
58560,80'S,,3,$161,$128
,OTHER,,66,"$24,795","$19,831"
,TOTAL,,69,"$24,955","$19,960"
58561,SG,,62,"$27,497","$21,504"
,80'S,,1,$89,$71
,OTHER,,853,"$458,693","$363,251"
,TOTAL,,916,"$486,279","$384,826"
58562,OTHER,,48,"$12,801","$10,241"
,TOTAL,,48,"$12,801","$10,241"
58563,SG,,125,"$74,891","$58,681"
,80'S,,2,$120,$96
,OTHER,,"1,438","$500,899","$392,547"
,TOTAL,,"1,565","$575,910","$451,323"
58578,80'S,,8,"$1,758","$1,406"
,OTHER,,70,"$38,813","$30,988"
,TOTAL,,78,"$40,571","$32,394"
58579,OTHER,,9,"$4,038","$3,208"
,TOTAL,,9,"$4,038","$3,208"
58600,80'S,,7,$229,$162
,OTHER,,45,"$10,647","$8,202"
,TOTAL,,52,"$10,876","$8,364"
58605,80'S,,2,$57,$46
,OTHER,,53,"$11,349","$9,029"
,TOTAL,,55,"$11,406","$9,075"
58611,80'S,,14,$79,$59
,OTHER,,63,"$3,048","$2,378"
,TOTAL,,77,"$3,127","$2,438"
58615,OTHER,,6,"$1,529","$1,223"
,TOTAL,,6,"$1,529","$1,223"
58660,SG,,108,"$69,313","$54,142"
,80'S,,493,"$35,994","$28,661"
,OTHER,,"3,048","$1,556,345","$1,225,493"
,TOTAL,,"3,649","$1,661,653","$1,308,296"
58661,SG,,83,"$53,819","$41,681"
,80'S,,994,"$99,387","$78,406"
,OTHER,,"4,073","$2,526,237","$1,991,996"
,TOTAL,,"5,150","$2,679,443","$2,112,082"
58662,SG,,62,"$40,771","$32,536"
,80'S,,124,"$11,949","$9,503"
,OTHER,,"1,044","$638,252","$496,883"
,TOTAL,,"1,230","$690,972","$538,923"
58670,SG,,55,"$25,725","$20,450"
,80'S,,2,$114,$82
,OTHER,,530,"$181,198","$140,951"
,TOTAL,,587,"$207,037","$161,483"
58671,SG,,25,"$11,643","$8,766"
,OTHER,,326,"$116,723","$91,442"
,TOTAL,,351,"$128,366","$100,209"
58672,OTHER,,11,"$7,744","$5,842"
,TOTAL,,11,"$7,744","$5,842"
58673,SG,,1,$715,$572
,80'S,,7,$806,$644
,OTHER,,30,"$21,989","$17,126"
,TOTAL,,38,"$23,510","$18,343"
58679,OTHER,,10,"$4,049","$3,239"
,TOTAL,,10,"$4,049","$3,239"
58700,80'S,,103,"$5,283","$4,213"
,OTHER,,368,"$108,637","$85,395"
,TOTAL,,471,"$113,919","$89,608"
58720,80'S,,"2,640","$241,662","$191,705"
,OTHER,,"7,832","$4,250,380","$3,370,021"
,TOTAL,,"10,472","$4,492,042","$3,561,726"
58740,80'S,,466,"$20,264","$16,088"
,OTHER,,"1,454","$374,417","$295,968"
,TOTAL,,"1,920","$394,682","$312,056"
58750,80'S,,3,$428,$342
,OTHER,,11,"$6,615","$5,292"
,TOTAL,,14,"$7,042","$5,634"
58752,OTHER,,2,"$1,300","$1,019"
,TOTAL,,2,"$1,300","$1,019"
58760,80'S,,4,$370,$296
,OTHER,,7,"$4,474","$3,579"
,TOTAL,,11,"$4,844","$3,875"
58770,80'S,,2,$187,$150
,OTHER,,8,"$5,617","$4,494"
,TOTAL,,10,"$5,805","$4,644"
58800,SG,,4,"$1,461","$1,168"
,OTHER,,55,"$12,258","$9,443"
